store_id,total_sales,unique_customers,product_diversity,fuel_transactions,total_transactions,fuel_share,chain_size,store_name,store_chain_id,store_chain_name,street_address,city,zip_code,latitude,longitude,log_customers,log_sales,log_products,log_chain_size,cluster,subcategory,purchase_count
3632,45.19,2,5,0,2,0,1,Mo's Speedco,1564,Mo's Speeco,625 State Hwy 2792,Pine Knot,42635,36.6691097,-84.4318919,1.0986122886681098,3.832763324442514,1.791759469228055,0.6931471805599453,4,Cigars,45
3645,113.85582400000001,2,1,2,2,1,1,Sunny Level Conoco Inc,1576,"Sunny Level Conoco, Inc",2475 Jefferson St,Alexander City,35010,32.9760545,-85.932905,1.0986122886681098,4.743677637470663,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3651,69.999072,1,1,1,1,1,1,Two Guys Food & Fuel Inc.,1580,Two Guys Food & Fuel Inc.,147 Lathrop Rd,Lathrop,95330,37.8268383,-121.2871788,0.6931471805599453,4.262666806533361,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3654,363.738244,3,2,8,8,1,1,7 Express,1583,7 Express,14051 MO-7,Climax Springs,65324,38.0966145,-93.0461719,1.3862943611198906,5.899179956588766,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
3655,19.99,1,1,0,1,0,1,Ehlinger's Vinton Express 66,1584,"Ehlinger's Vinton Express ""66""",310 S K Ave,Vinton,52349,42.1681072,-92.0369629,0.6931471805599453,3.0440461338325417,0.6931471805599453,0.6931471805599453,4,Cigars,45
3667,390.632702,4,2,7,7,1,2,STORE1,1592,Bucks Crossing,10904 IL-111,Medora,62063,39.158534,-90.1417331,1.6094379124341003,5.970324415852028,1.0986122886681098,1.0986122886681098,2,Premium/Super Premium,317
3689,195.72374200000002,2,2,4,5,0.8,1,Hills Foodmart,1605,Regina Hill,521 Elm St,Racine,45771,38.9716777,-81.9142183,1.0986122886681098,5.281800419687168,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
3694,252.90514000000002,4,1,5,5,1,1,Lindenhurst Clark,1611,Lindenhurst clark,2041 E Grand Ave,Lindenhurst,60046,42.4095305,-88.0329651,1.6094379124341003,5.536960732696349,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3696,56.984235000000005,1,1,1,1,1,1,RCS,1613,rineyville co. store,4483 Rineyville-Big Springs Rd,Rineyville,40162,37.7576435,-85.9827703,0.6931471805599453,4.060171163254465,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3708,22.990000000000002,1,4,0,1,0,1,TicToc Food Mart,1627,vasu oil llc,11976 Madison Pike,Independence,41051,38.9066929,-84.5469158,0.6931471805599453,3.177637076851603,1.6094379124341003,0.6931471805599453,4,Cigars,45
3710,19.035891,1,1,1,1,1,138,Store 203,1028,Gas Express LLC / Circle K Atlanta,2244 Hurricane Shoals Rd NE,Dacula,30019,34.0061481,-83.9204349,0.6931471805599453,2.997525215272946,0.6931471805599453,4.9344739331306915,1,Premium/Super Premium,14
3717,264.876847,3,2,4,4,1,2,LAKE PANASOFFKEE FUELS,1635,LAKE PANASOFFKEE FUELS LLC,293 County Rd 470,Lake Panasoffkee,33538,28.7534506,-82.0989231,1.3862943611198906,5.583033220369803,1.0986122886681098,1.0986122886681098,1,Premium/Super Premium,14
3722,20,1,1,0,1,0,1,Prit Inc.,1638,PRIT INC,2920 Fort Campbell Blvd,Hopkinsville,42240,36.8380126,-87.4782533,0.6931471805599453,3.044522437723423,0.6931471805599453,0.6931471805599453,4,Cigars,45
3730,3,1,1,1,1,1,1,Laneys Pit Stop,1640,Laneys Pit Stop,90 Waterville Rd,Skowhegan,04976,44.7631354,-69.7116065,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3733,1411.1890290000001,4,6,25,28,0.8928571428571429,1,Talleyrand food mart,1643,Talleyrand food mart,777 Talleyrand Ave,Jacksonville,32202,30.3304746,-81.6313025,1.6094379124341003,7.252896282322428,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
3740,1.29,1,1,0,1,0,1,Rains Food Mart #4,1648,Rain-A-Corp,1253 S Pioneer Way,Moses Lake,98837,47.1167665,-119.2638553,0.6931471805599453,0.8285518175661483,0.6931471805599453,0.6931471805599453,4,Cigars,45
3758,38.528988,1,1,1,1,1,2,Cascade Express 2,1651,Cascade Express Inc,1302 Moravia St,New Castle,16101,40.9855737,-80.3502475,0.6931471805599453,3.677034276171376,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
3759,2052.834645,1,2,46,46,1,3,Pronto Market,1652,Pronto Market,201 Main St S,Hazleton,50641,42.6152994,-91.9051345,0.6931471805599453,7.627463883353052,1.0986122886681098,1.3862943611198906,1,Premium/Super Premium,14
3760,1255.891926,2,4,33,34,0.9705882352941176,3,Sinclair Food Mart,1652,Pronto Market,206 N Main St,Traer,50675,42.1964559,-92.4659394,1.0986122886681098,7.136397227169209,1.6094379124341003,1.3862943611198906,2,Premium/Super Premium,317
3761,35.226006000000005,1,1,1,1,1,1,campground foodmart,1653,ASK GLOBAL USA LLC,120 W Campground Rd,McDonough,30253,33.4920561,-84.1779888,0.6931471805599453,3.589777258697609,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3766,0.99,1,1,0,1,0,1,Kwikway,1657,Kwikway,620 N Dixie Fwy,New Smyrna Beach,32168,29.0319714,-80.9298598,0.6931471805599453,0.688134638736401,0.6931471805599453,0.6931471805599453,4,Cigars,45
3797,57.946197999999995,1,1,2,1,2,1,Tustin Arco,1669,Tustin Arco,14244 Newport Ave,Tustin,92780,33.735032,-117.8248807,0.6931471805599453,4.076625129568437,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3798,116.019464,1,1,1,1,1,1,SNSK.INC,1670,snsk,1 Boulder Hill Pass,Montgomery,60538,41.7154266,-88.3477066,0.6931471805599453,4.762340279935995,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3802,2745.300369,5,5,62,62,1,2,ST CLAIR MINI MART,1222,krupa gas crop.,2520 Washington Rd,Pittsburgh,15241,40.3188051,-80.0883029,1.791759469228055,7.918009964541095,1.791759469228055,1.0986122886681098,2,Premium/Super Premium,317
3809,73.126931,3,6,1,3,0.3333333333333333,15,Y-Not Stop Barber Spur,1673,"St. Romain Oil Company, LLC",7301 Veteran Memorial Hwy,Ville Platte,70586,30.6922087,-92.4278094,1.3862943611198906,4.305778907568798,1.9459101490553132,2.772588722239781,4,Cigars,45
3819,30.06998,2,4,1,2,0.5,15,Y-Not Stop Marksville,1673,"St. Romain Oil Company, LLC",534 Tunica Dr E,Marksville,71351,31.1175776,-92.0667495,1.0986122886681098,3.436242079696992,1.6094379124341003,2.772588722239781,4,Cigars,45
3824,12.17,1,3,0,1,0,15,Y-Not Stop Deville,1673,"St. Romain Oil Company, LLC",1299 LA-115,Deville,71328,31.3568131,-92.1646242,0.6931471805599453,2.5779415157551897,1.3862943611198906,2.772588722239781,4,Cigars,45
3825,3534.851044,5,5,92,95,0.968421052631579,3,South Park Convienence,1683,South Park Convienence,5660 Brownsville Rd,Pittsburgh,15236,40.3305675,-79.9879829,1.791759469228055,8.170709297304617,1.791759469228055,1.3862943611198906,2,Premium/Super Premium,317
3860,5275.006577,5,2,89,89,1,1,BRYAN PETROLEUM 104,1707,BRYAN PETROLEUM,1205 S Nob Hill Rd,Davie,33324,26.1059592,-80.2823933,1.791759469228055,8.570924760424752,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
3863,103.90383100000001,2,3,1,2,0.5,1,P & D Petroleum Inc,1708,P & D Petroleum Inc,301 N Dixie Fwy,New Smyrna Beach,32168,29.0262306,-80.9272541,1.0986122886681098,4.653044035231105,1.3862943611198906,0.6931471805599453,1,Premium/Super Premium,14
3864,129.840057,2,1,2,2,1,1,Fuel Express 1,1709,Eagles,1801 Triplett St,Owensboro,42303,37.7585515,-87.1024136,1.0986122886681098,4.873975638316679,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3878,236.423606,2,2,4,4,1,1,Elkin Mart,1722,Everest Technology Services LLC,798 NC-268,Elkin,28621,36.251684,-80.8763732,1.0986122886681098,5.469845912783992,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
3884,378.892219,5,3,11,12,0.9166666666666666,2,North end sunoco,951,Nitya Enterprises Inc,950 N Washington St,Greenfield,45123,39.3599661,-83.3861796,1.791759469228055,5.939887578278115,1.3862943611198906,1.0986122886681098,2,Premium/Super Premium,317
3886,20.57,1,2,0,1,0,1,VIsion Gas Inc,1726,Mobil,601 Villa St,Elgin,60120,42.0301878,-88.2678081,0.6931471805599453,3.071303460401065,1.0986122886681098,0.6931471805599453,4,Cigars,45
3888,67.99856000000001,1,1,1,1,1,1,Save A Step,1727,Save a step,13702 La Grange Rd,Louisville,40245,38.3012956,-85.4983726,0.6931471805599453,4.23408563481427,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3893,187.370019,4,4,6,7,0.8571428571428571,2,PARK & GRATIOT MARATHON,1731,PARK & GRATIOT MARATHON,186 Northbound Gratiot Ave,Mt Clemens,48043,42.6025841,-82.87458,1.6094379124341003,5.238408214659441,1.6094379124341003,1.0986122886681098,2,Premium/Super Premium,317
3897,869.409889,4,2,19,19,1,1,Swami 101,1735,swami 101 LLc,4123 Frederica St,Owensboro,42301,37.7313177,-87.120962,1.6094379124341003,6.768964237480152,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
3909,2284.881781,5,6,38,40,0.95,2,15 MILE & GROESBECK MOBIL,1731,PARK & GRATIOT MARATHON,34980 Groesbeck Hwy,Clinton Twp,48035,42.5537189,-82.923314,1.791759469228055,7.734507128669317,1.9459101490553132,1.0986122886681098,2,Premium/Super Premium,317
3933,19.380000000000003,3,4,0,3,0,28,Lula,1751,Clipper Petroleum,4504 Cornelia Hwy,Lula,30554,34.3948413,-83.6898747,1.3862943611198906,3.014554027794579,1.6094379124341003,3.367295829986474,4,Cigars,45
3937,3.19,1,1,0,1,0,28,Perimeter,1751,Clipper Petroleum,77 Perimeter Center E,Atlanta,30346,33.9240457,-84.3373607,0.6931471805599453,1.4327007339340463,0.6931471805599453,3.367295829986474,4,Cigars,45
3942,55.67110100000001,2,3,1,2,0.5,28,Mountain City,1751,Clipper Petroleum,4548 Hwy 441,Rabun Gap,30568,34.9407285,-83.387956,1.0986122886681098,4.037264398261727,1.3862943611198906,3.367295829986474,4,Cigars,45
3945,30.579645,1,2,1,1,1,28,Thornton,1751,Clipper Petroleum,983 Thornton Rd,Lithia Springs,30122,33.7795049,-84.6077013,0.6931471805599453,3.4525127674723555,1.0986122886681098,3.367295829986474,1,Premium/Super Premium,14
3948,4.38,1,2,0,1,0,28,Dallas,1751,Clipper Petroleum,1238 Charles Hardy Pkwy,Dallas,30157,33.9167379,-84.7690502,0.6931471805599453,1.682688374173693,1.0986122886681098,3.367295829986474,4,Cigars,45
3957,0.49,1,1,0,1,0,28,Cleveland,1751,Clipper Petroleum,109 S Main St,Cleveland,30528,34.5948461,-83.7630068,0.6931471805599453,0.3987761199573678,0.6931471805599453,3.367295829986474,4,Cigars,45
3969,18.343412999999998,1,1,1,1,1,1,Bader's Food Mart,1756,Bader's Food Mart,300 S 1st St,Louisville,40202,38.2529361,-85.7524047,0.6931471805599453,2.9623519480852916,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3973,202.425053,4,9,12,16,0.75,2,Easton Mart,1759,malik inc,4242 Morse Rd,Columbus,43230,40.057374,-82.8982103,1.6094379124341003,5.3152976471209685,2.302585092994046,1.0986122886681098,2,Premium/Super Premium,317
3976,60,1,1,0,1,0,19,Albia Road BP,1750,Elliott Oil,1340 Albia Rd,Ottumwa,52501,41.0091626,-92.4407159,0.6931471805599453,4.110873864173311,0.6931471805599453,2.995732273553991,4,Cigars,45
3978,70.777943,1,1,3,3,1,19,Centerville BP,1750,Elliott Oil,1000 N 18th St,Centerville,52544,40.7422448,-92.8684655,0.6931471805599453,4.273577228301318,0.6931471805599453,2.995732273553991,1,Premium/Super Premium,14
3980,36.346697,1,1,1,1,1,1,Corner Sunoco,1762,Marion Valley,300 N Main St,Marion,24354,36.8350151,-81.5156677,0.6931471805599453,3.6202444739333934,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
3983,301.209859,5,6,5,7,0.7142857142857143,1,Campbell Speedway Corp,1765,Campbell Speedway Corp,801 NE 43rd Ave,Homestead,33033,25.4781987,-80.4114192,1.791759469228055,5.711121673396492,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
3986,5,1,2,1,1,1,20,#07 Fargo,1764,"Miller & Holmes, Inc.",1602 Main Ave,Fargo,58103,46.875039,-96.8071245,0.6931471805599453,1.791759469228055,1.0986122886681098,3.044522437723423,1,Premium/Super Premium,14
3990,12.75,1,2,0,1,0,20,#11 Detroit Lakes,1764,"Miller & Holmes, Inc.",1157 Washington Ave,Detroit Lakes,56501,46.811572,-95.8452247,0.6931471805599453,2.6210388241125804,1.0986122886681098,3.044522437723423,4,Cigars,45
3997,82.586037,1,2,2,1,2,20,#24 Crookston,1764,"Miller & Holmes, Inc.",315 N Main St,Crookston,56716,47.7763631,-96.6070738,0.6931471805599453,4.425876484609907,1.0986122886681098,3.044522437723423,1,Premium/Super Premium,14
3999,30.490213,2,3,1,2,0.5,20,#26 St. Paul,1764,"Miller & Holmes, Inc.",721 Arcade St,St Paul,55106,44.9634328,-93.0664332,1.0986122886681098,3.449676799142137,1.3862943611198906,3.044522437723423,4,Cigars,45
4006,78.440943,1,1,1,1,1,1,balm,1768,balm,11292 Boyette Rd,Riverview,33569,27.8541469,-82.3149616,0.6931471805599453,4.375013890260622,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
4010,248.258826,1,1,4,4,1,1,Mobil MTMK 01,1771,MTMK 01 LLC,2132 N Andrews Ave,Wilton Manors,33311,26.1546631,-80.1460968,0.6931471805599453,5.518491818445712,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
4015,93.299265,1,2,1,1,1,4,West Side Mart,1775,J&M Ltd.,529 W Sumner St,Hartford,53027,43.3174883,-88.3868615,0.6931471805599453,4.5464733953354415,1.0986122886681098,1.6094379124341003,1,Premium/Super Premium,14
4027,564.49517,5,2,11,12,0.9166666666666666,2,Xpress Travel Center,1784,Jaydeep Patel,1935 Old Edisto Dr,Orangeburg,29115,33.481061,-80.8830909,1.791759469228055,6.337701754405641,1.0986122886681098,1.0986122886681098,2,Premium/Super Premium,317
4028,3,1,1,1,1,1,15,7th Heaven Chillicothe,1785,7TH HEAVEN,200 Washington St,Chillicothe,64601,39.7847514,-93.5534764,0.6931471805599453,1.3862943611198906,0.6931471805599453,2.772588722239781,1,Premium/Super Premium,14
4031,1.59,1,1,0,1,0,40,QM # 1,1789,"South Tennessee Oil Company, Inc.",2640 State Hwy 20,Town Creek,35672,34.680813,-87.40483,0.6931471805599453,0.9516578757114463,0.6931471805599453,3.713572066704308,4,Cigars,45
4033,0.99,1,1,0,1,0,40,QM # 3,1789,"South Tennessee Oil Company, Inc.",600 S Jackson St,Tullahoma,37388,35.3553101,-86.2064984,0.6931471805599453,0.688134638736401,0.6931471805599453,3.713572066704308,4,Cigars,45
4036,12.57,1,3,0,1,0,40,QM # 7,1789,"South Tennessee Oil Company, Inc.",901 Florence Blvd,Florence,35630,34.8115291,-87.6655493,0.6931471805599453,2.6078614738467776,1.3862943611198906,3.713572066704308,4,Cigars,45
4037,57.97,1,3,0,1,0,40,QM # 8,1789,"South Tennessee Oil Company, Inc.",1500 Nashville Hwy,Columbia,38401,35.6468143,-87.0121392,0.6931471805599453,4.077028840012413,1.3862943611198906,3.713572066704308,4,Cigars,45
4038,12.09,1,2,0,1,0,40,QM # 9,1789,"South Tennessee Oil Company, Inc.",113 Lane Pkwy,Shelbyville,37160,35.4845662,-86.4621725,0.6931471805599453,2.5718485799218085,1.0986122886681098,3.713572066704308,4,Cigars,45
4043,7.48,1,3,0,1,0,40,QM # 14,1789,"South Tennessee Oil Company, Inc.",1102 Nashville Hwy,Columbia,38401,35.6362208,-87.0163698,0.6931471805599453,2.1377104498038118,1.3862943611198906,3.713572066704308,4,Cigars,45
4044,5.54,1,1,0,1,0,40,QM # 15,1789,"South Tennessee Oil Company, Inc.",214 S Military St,Loretto,38469,35.0749022,-87.4400039,0.6931471805599453,1.8779371654691073,0.6931471805599453,3.713572066704308,4,Cigars,45
4045,17.65,1,4,0,1,0,40,QM # 16,1789,"South Tennessee Oil Company, Inc.",9170 New Lawrenceburg Hwy,Mt Pleasant,38474,35.4420005,-87.2796225,0.6931471805599453,2.9258461460898246,1.6094379124341003,3.713572066704308,4,Cigars,45
4059,5.28,1,2,0,1,0,40,QM # 31,1789,"South Tennessee Oil Company, Inc.",312 E James Campbell Blvd,Columbia,38401,35.5879777,-87.0307244,0.6931471805599453,1.8373699804801074,1.0986122886681098,3.713572066704308,4,Cigars,45
4061,107.66453800000001,3,6,1,3,0.3333333333333333,40,QM # 33,1789,"South Tennessee Oil Company, Inc.",26804 Main St,Ardmore,35739,34.9917067,-86.8413088,1.3862943611198906,4.688265503549677,1.9459101490553132,3.713572066704308,4,Cigars,45
4068,7.57,1,3,0,1,0,40,QM # 42,1789,"South Tennessee Oil Company, Inc.",3700 Cloverdale Rd,Florence,35633,34.8590411,-87.6912396,0.6931471805599453,2.1482677326096886,1.3862943611198906,3.713572066704308,4,Cigars,45
4072,219.802921,1,1,5,5,1,15,7th Heaven-Novinger,1785,7TH HEAVEN,206 Front St,Novinger,63559,40.2302439,-92.7023873,0.6931471805599453,5.397270543482103,0.6931471805599453,2.772588722239781,1,Premium/Super Premium,14
4086,1.39,1,1,0,1,0,3,lynnhaven sunoco,1783,Bharati Petroleum,2401 Lynnhaven Pkwy,Virginia Beach,23464,36.7869569,-76.1502044,0.6931471805599453,0.8712933659434192,0.6931471805599453,1.3862943611198906,4,Cigars,45
4090,187.362392,3,4,4,5,0.8,19,Hedrick BP,1750,Elliott Oil,103 E 6th St,Hedrick,52563,41.1770112,-92.3070062,1.3862943611198906,5.238367724381576,1.6094379124341003,2.995732273553991,2,Premium/Super Premium,317
4094,483.167966,3,5,12,13,0.9230769230769231,19,Chariton BP,1750,Elliott Oil,107 E Grace Ave,Chariton,50049,41.0055774,-93.2934205,1.3862943611198906,6.182431883703237,1.791759469228055,2.995732273553991,2,Premium/Super Premium,317
4100,59.990846999999995,1,1,1,1,1,1,carvers minit mart,1800,Carvers minit mart,12 Ben Carter Rd,Baxley,31513,31.7875776,-82.3385342,0.6931471805599453,4.110723803734479,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
4103,36.998542,1,1,1,1,1,19,Alibia BP,1750,Elliott Oil,107 N Main St,Albia,52531,41.0282453,-92.8073191,0.6931471805599453,3.6375477905692466,0.6931471805599453,2.995732273553991,1,Premium/Super Premium,14
4104,72.210365,1,1,1,1,1,28,Tinee Shell #410,886,Coastal Investments Inc,3537 Tidewater Dr,Norfolk,23509,36.8860737,-76.2607049,0.6931471805599453,4.29333700930382,0.6931471805599453,3.367295829986474,1,Premium/Super Premium,14
4116,181.775798,5,2,7,7,1,1,Truck Stop,1803,TruckStop,1250 W Breese Rd,Cridersville,45806,40.6870861,-84.1259912,1.791759469228055,5.2082602541936485,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
4123,172.194773,3,1,3,3,1,1,Sun 72,1805,Sun72LLC,27W181 N Ave,Carol Stream,60188,41.9072214,-88.1500862,1.3862943611198906,5.154416816689106,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
4125,995.775763,6,6,16,18,0.8888888888888888,4,1 Stop #6,1797,"1 Stop, Inc",2748 W Mountain St,Kernersville,27284,36.1129375,-80.1625256,1.9459101490553132,6.9045258329301955,1.9459101490553132,1.6094379124341003,2,Premium/Super Premium,317
4132,10.023651,1,1,1,1,1,3,Military Shell,1783,Bharati Petroleum,3013 S Military Hwy,Chesapeake,23323,36.7732457,-76.3249065,0.6931471805599453,2.400043055569881,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
4139,33.002568000000004,1,1,1,1,1,19,Agency-BP,1750,Elliott Oil,444 E Main St,Agency,52530,40.9948601,-92.3006751,0.6931471805599453,3.526436051175724,0.6931471805599453,2.995732273553991,1,Premium/Super Premium,14
4144,117.20200400000002,1,1,2,2,1,138,Store 208,1028,Gas Express LLC / Circle K Atlanta,6658 AL-46,Heflin,36264,33.6454325,-85.5063017,0.6931471805599453,4.772395059142996,0.6931471805599453,4.9344739331306915,1,Premium/Super Premium,14
4145,140.131564,2,1,3,3,1,4,1 Stop #2,1797,"1 Stop, Inc",7190 Vance Rd,Kernersville,27284,36.174935,-80.0908449,1.0986122886681098,4.949692533345663,0.6931471805599453,1.6094379124341003,1,Premium/Super Premium,14
4159,218.758064,4,2,5,5,1,1,St Charles Mart,1811,St Charles Mart,1660 W Main St,St. Charles,60174,41.912801,-88.334179,1.6094379124341003,5.39252723213773,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
4164,744.8622479999999,3,2,13,13,1,19,Osceloa BP,1750,Elliott Oil,105 Ariel Cir,Osceola,50213,41.0250973,-93.7974531,1.3862943611198906,6.614540928997587,1.0986122886681098,2.995732273553991,2,Premium/Super Premium,317
4169,224.97193700000003,4,2,4,4,1,1,Alsip Marathon,1815,Alsip Marathon Inc,5201 W 111th St,Alsip,60803,41.6902155,-87.7498259,1.6094379124341003,5.420410818995863,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
4180,181.789049,2,5,9,2,4.5,1,Foodmart America,1819,Zacks Oil Enterprises LLC,4201 SW 64th Ave,Davie,33314,26.0690878,-80.2324908,1.0986122886681098,5.208332750223366,1.791759469228055,0.6931471805599453,1,Premium/Super Premium,14
4182,80.96,2,3,0,2,0,1,St Charles Shell,1821,heena patel,307 W Main St,St. Charles,60174,41.9128684,-88.3174772,1.0986122886681098,4.406231323370699,1.3862943611198906,0.6931471805599453,4,Cigars,45
4196,4.18,2,3,0,2,0,12,Tooley Oil #54,1813,David Tooley,1021 Saratoga Way,El Dorado Hills,95762,38.6546627,-121.0709521,1.0986122886681098,1.6448050562713916,1.3862943611198906,2.5649493574615367,4,Cigars,45
4202,1323.553772,4,2,29,29,1,1,Newport Richey Food Mart,1782,St Lucky V LLC,8549 Old County Rd 54,New Port Richey,34653,28.2174182,-82.6727523,1.6094379124341003,7.188830905849544,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
4211,18.99,1,1,0,1,0,2,KBP FOOD LLC,1825,minesh patel,4361 GA-155 S,Ellenwood,30294,33.6329489,-84.1831983,0.6931471805599453,2.995232148512309,0.6931471805599453,1.0986122886681098,4,Cigars,45
4216,156.284998,1,2,7,7,1,2,Sylacauga Sunoco,1829,Nirav Patel,307 W Fort Williams St,Sylacauga,35150,33.1671204,-86.2553603,0.6931471805599453,5.058059433615217,1.0986122886681098,1.0986122886681098,1,Premium/Super Premium,14
4217,47.537304000000006,2,1,2,2,1,2,Excel Petroleum LLC,1830,Excel Petroleum LLC,100 E Main St,Greenville,45331,40.1031485,-84.6330946,1.0986122886681098,3.882332656934773,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
4232,183.438074,2,4,4,3,1.3333333333333333,3,TALLASSEE EAGLE,1840,KHODIYAR KRUPA LLC,1404 Gilmer Ave,Tallassee,36078,32.5521034,-85.9201129,1.0986122886681098,5.217313764863683,1.6094379124341003,1.3862943611198906,2,Premium/Super Premium,317
4240,3757.649706,2,2,69,69,1,1,Shree Hari OM LLC,1851,Shree Hari OM LLC,162 W Town St,Norwich,06360,41.5543216,-72.1072714,1.0986122886681098,8.231815051139963,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
4241,7.2700000000000005,1,3,0,1,0,4,galena mart inc.,1853,PRIMETIME FUELS INC.,320 W Galena Blvd,Aurora,60506,41.7604751,-88.3211218,0.6931471805599453,2.1126345090356,1.3862943611198906,1.6094379124341003,4,Cigars,45
4242,14.99,1,1,1,1,1,4,prime time fuels inc.,1853,PRIMETIME FUELS INC.,298 Montgomery Rd,Montgomery,60538,41.7280542,-88.3199259,0.6931471805599453,2.771963526845863,0.6931471805599453,1.6094379124341003,1,Premium/Super Premium,14
4243,25.1,1,6,6,1,6,4,prime time oil inc.,1853,PRIMETIME FUELS INC.,420 N Farnsworth Ave,Aurora,60505,41.7638026,-88.2818694,0.6931471805599453,3.261935314328648,1.9459101490553132,1.6094379124341003,1,Premium/Super Premium,14
4245,47.860228000000006,2,2,2,2,1,3,DBA ANAWAN MOBIL,1854,GABRIEL'S EXXON,238 Winthrop St,Rehoboth,02769,41.8545611,-71.23937,1.0986122886681098,3.8889637322124853,1.0986122886681098,1.3862943611198906,1,Premium/Super Premium,14
4247,28.509556000000003,1,1,1,1,1,1,omsaibpinc,1855,omsaibpinc,610 W 4th St,Covington,41011,39.0867852,-84.5206214,0.6931471805599453,3.3847141430944556,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
4249,21.68,1,2,0,1,0,1,Wilson's Shell,1859,Amy Keliiaa,3008 San Mateo Blvd NE,Albuquerque,87110,35.1167998,-106.5860997,0.6931471805599453,3.121483478859551,1.0986122886681098,0.6931471805599453,4,Cigars,45
4252,782.632709,7,1,18,17,1.0588235294117647,14,Cotton Tops Jasper,1861,Cotton Tops,2033 S Wheeler St,Jasper,75951,30.8976182,-93.9931646,2.0794415416798357,6.663940427159398,0.6931471805599453,2.70805020110221,2,Premium/Super Premium,317
4255,49.008051,1,1,1,1,1,23,39 Freedom,1866,Freedom Oil company,1802 W Market St,Bloomington,61701,40.4832349,-89.0203417,0.6931471805599453,3.912184012465817,0.6931471805599453,3.1780538303479458,1,Premium/Super Premium,14
4256,72.888275,2,1,2,2,1,2,Wendel Valero,1827,AMD Fuel Co,449 Wendel Rd,Irwin,15642,40.3001699,-79.6802923,1.0986122886681098,4.302554155014444,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
4257,646.822162,5,3,5,6,0.8333333333333334,23,12 Freedom,1866,Freedom Oil company,2106 N Roosevelt Blvd,Key West,33040,24.560142,-81.7808595,1.791759469228055,6.473616217328329,1.3862943611198906,3.1780538303479458,2,Premium/Super Premium,317
4258,1.29,1,1,0,1,0,23,18 Freedom,1866,Freedom Oil company,7116 N Kickapoo-Edwards Rd,Edwards,61528,40.7761,-89.7515729,0.6931471805599453,0.8285518175661483,0.6931471805599453,3.1780538303479458,4,Cigars,45
4262,167.17684,6,2,6,6,1,23,30 Freedom,1866,Freedom Oil company,18928 US-150,Bloomington,61705,40.4199921,-88.9018215,1.9459101490553132,5.1250160448359114,1.0986122886681098,3.1780538303479458,2,Premium/Super Premium,317
4267,78.70362300000001,1,1,1,1,1,23,53 Freedom,1866,Freedom Oil company,101 W Cedar St,Le Roy,61752,40.345541,-88.7620448,0.6931471805599453,4.378315042730365,0.6931471805599453,3.1780538303479458,1,Premium/Super Premium,14
4268,2338.500028,6,3,33,34,0.9705882352941176,23,59 Freedom,1866,Freedom Oil company,3975 N Dirksen Pkwy,Springfield,62707,39.8581391,-89.6140244,1.9459101490553132,7.75769252227464,1.3862943611198906,3.1780538303479458,2,Premium/Super Premium,317
4270,95.570076,2,3,1,2,0.5,23,73 Freedom,1866,Freedom Oil company,101 S Wood St,Maroa,61756,40.036099,-88.9565913,1.0986122886681098,4.570268920972407,1.3862943611198906,3.1780538303479458,4,Cigars,45
4271,235.283214,2,1,3,3,1,23,75 Freedom,1866,Freedom Oil company,1023 N Main St,Creve Coeur,61610,40.6594868,-89.5921252,1.0986122886681098,5.4650311448520235,0.6931471805599453,3.1780538303479458,1,Premium/Super Premium,14
