invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,date,time,payment,cogs,rating
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,2/6/2019,15:47:00,Ewallet,180.97186149524293,4.1
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,2/10/2019,12:45:00,Credit card,114.60624318512832,8.1
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,3/19/2019,17:08:00,Ewallet,825.9186908206538,7.9
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,2/3/2019,10:19:00,Cash,640.8994352371417,9.5
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,2/10/2019,15:10:00,Cash,222.91908286881835,8.5
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3/22/2019,14:42:00,Ewallet,71.67033941995119,6.5
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,1/25/2019,15:46:00,Credit card,16.76520653499813,6.1
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,3/7/2019,11:49:00,Ewallet,33.05055233454546,6.5
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,2/28/2019,19:01:00,Cash,687.8962018971641,8.2
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,3/27/2019,11:26:00,Cash,90.00930562968533,5.8
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,2/7/2019,11:28:00,Ewallet,716.3918800573881,6.6
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,1/20/2019,15:55:00,Cash,722.6817428933008,5.4
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,3/12/2019,20:36:00,Cash,184.01894566992448,9.3
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,2/15/2019,17:47:00,Credit card,74.27871606004692,10
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,2/24/2019,10:55:00,Ewallet,334.3105634117556,7
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,2/3/2019,13:40:00,Ewallet,495.24518373226283,10
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,3/6/2019,12:27:00,Credit card,157.22567654255755,8.6
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,2/14/2019,14:35:00,Cash,304.15633066850944,7.6
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,3/13/2019,16:40:00,Cash,157.03880045302947,5.8
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,2/10/2019,15:43:00,Ewallet,68.10521207827702,6.7
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,1/7/2019,15:01:00,Ewallet,584.5903380223502,9.9
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,1/24/2019,10:04:00,Cash,788.6088835401287,6.4
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,2/2/2019,18:50:00,Cash,17.012492579000952,4.3
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,1/6/2019,12:46:00,Credit card,895.4554299559933,9.6
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,2/11/2019,16:19:00,Cash,620.5396281760814,5.9
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,3/5/2019,18:17:00,Ewallet,146.55158076861176,4
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,3/9/2019,18:21:00,Cash,454.77677646402094,8.7
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,1/22/2019,10:55:00,Ewallet,673.1513211951517,9.4
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,1/13/2019,17:04:00,Credit card,416.8885512897171,5.4
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,1/9/2019,14:20:00,Credit card,441.20923320916745,8.6
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,1/12/2019,15:48:00,Credit card,179.62402334166723,5.7
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,3/5/2019,16:24:00,Ewallet,781.7394843612386,6.6
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,1/22/2019,18:56:00,Cash,101.8704142398427,6
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,1/21/2019,14:42:00,Credit card,594.8992327716579,5.5
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,1/26/2019,19:56:00,Ewallet,291.9618994889878,6.4
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,1/23/2019,18:37:00,Ewallet,154.09713576222833,6.6
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,2/23/2019,18:45:00,Credit card,321.5322193743578,8.3
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,3/9/2019,10:17:00,Cash,244.73853980595126,6.6
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,3/5/2019,14:31:00,Ewallet,580.7822245775168,4
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,3/25/2019,10:23:00,Cash,382.56415030174725,9.9
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,3/27/2019,20:35:00,Credit card,345.7721961730582,7.3
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,1/2/2019,16:57:00,Cash,43.68094080311352,5.7
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,2/27/2019,17:55:00,Cash,463.38040475442295,6.1
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,1/23/2019,10:25:00,Cash,191.72844339284566,7.1
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,1/26/2019,19:54:00,Ewallet,446.6319742173704,8.2
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,1/10/2019,16:42:00,Ewallet,154.4184536762741,5.1
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,3/12/2019,12:09:00,Credit card,579.0234876781941,8.6
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,2/6/2019,20:05:00,Credit card,89.68222192467104,6.6
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,3/8/2019,20:38:00,Ewallet,97.42632766931088,7.2
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,3/29/2019,10:25:00,Ewallet,879.9858234632796,5.1
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,2/9/2019,13:11:00,Cash,75.80106166149731,4.1
865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,3/23/2019,10:16:00,Ewallet,157.6544856622756,9.3
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,3/5/2019,18:14:00,Cash,496.35515828722464,7.4
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,3/26/2019,19:20:00,Cash,49.25804306486373,4.1
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,3/1/2019,13:22:00,Cash,706.724393695843,7.2
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,2/1/2019,11:27:00,Cash,208.84711602895453,4.9
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26,6,3/28/2019,16:44:00,Cash,350.26092042656774,9.9
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,3/19/2019,18:19:00,Cash,213.36197043062828,8
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,1/12/2019,14:50:00,Ewallet,886.8095167672981,7.3
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,1/5/2019,20:54:00,Credit card,164.17000761359486,7.9
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,3/22/2019,20:19:00,Cash,372.34551257812893,7.4
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,3/24/2019,10:43:00,Cash,306.3710405212683,4.2
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,3/3/2019,14:30:00,Cash,818.1849467646033,9.2
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,2/5/2019,11:32:00,Ewallet,33.82663723899235,4.6
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,2/5/2019,10:41:00,Credit card,296.3528602810421,7.8
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,2/15/2019,12:44:00,Cash,508.9293683614517,8.4
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,1/19/2019,20:07:00,Ewallet,521.0795470075797,4.3
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,2/1/2019,20:31:00,Credit card,726.5169338150956,9.5
225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,3/2/2019,13:01:00,Credit card,80.12908687933249,7.1
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,3/5/2019,12:29:00,Ewallet,108.2342241525936,5.3
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,1/16/2019,15:26:00,Ewallet,53.27621545324936,5.2
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,2/2/2019,20:48:00,Ewallet,109.52023428388065,6
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,1/20/2019,20:38:00,Ewallet,106.50493135885213,4.1
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,2/14/2019,17:03:00,Credit card,797.2343409146956,5.2
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,1/12/2019,12:02:00,Credit card,400.11763886098214,6.5
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,3/9/2019,17:26:00,Credit card,900.6913355859924,4.2
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,3/13/2019,19:52:00,Credit card,512.9024745406934,4.6
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,3/9/2019,14:57:00,Ewallet,452.5718287729891,7.3
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,3/10/2019,18:44:00,Credit card,656.1963113400727,4.5
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,1/27/2019,13:26:00,Cash,161.9357317704666,9
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,1/8/2019,16:17:00,Credit card,283.7811312316652,5.9
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,1/8/2019,15:57:00,Ewallet,547.6389334724569,8.5
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,2/8/2019,11:15:00,Ewallet,811.5243661359146,7.2
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,1/25/2019,13:18:00,Cash,276.24225856414915,7.5
802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,3/6/2019,20:34:00,Cash,553.9501350577692,8.3
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,2/10/2019,18:36:00,Cash,137.858332915048,7.4
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,2/17/2019,14:40:00,Credit card,526.3691373997361,8.8
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,3/8/2019,16:43:00,Ewallet,486.29153575800433,5.3
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,2/18/2019,19:39:00,Cash,270.0732682720607,6.2
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,1/18/2019,20:59:00,Credit card,130.884269373478,8.8
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,2/18/2019,15:39:00,Cash,206.8153529936453,9.8
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,2/16/2019,12:21:00,Cash,518.0075587125575,8.2
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,3/16/2019,19:25:00,Ewallet,580.9269014929678,9.2
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,1/23/2019,13:00:00,Credit card,897.6859333144669,5.4
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,1/25/2019,13:48:00,Cash,904.6485313948564,8.1
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,2/5/2019,19:57:00,Cash,686.2903114374049,9.1
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,2/22/2019,10:36:00,Credit card,31.808821938823716,8.4
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,1/21/2019,16:37:00,Ewallet,467.4537363050623,8
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,3/8/2019,17:11:00,Credit card,277.64276795201994,9.5
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,2/10/2019,12:28:00,Ewallet,301.61579588987075,9.2
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,3/19/2019,12:46:00,Credit card,266.4738343216376,5.6
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,3/6/2019,15:07:00,Credit card,574.4034019171469,6.2
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,3/27/2019,13:48:00,Credit card,259.2966252741345,4.9
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,3/23/2019,19:20:00,Credit card,367.23470931394286,4.8
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,3/11/2019,16:07:00,Credit card,241.0627604712346,7.3
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,1/29/2019,11:56:00,Credit card,749.978197094153,7.4
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,2/7/2019,18:23:00,Ewallet,97.25039027032753,9.9
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,1/28/2019,13:05:00,Cash,648.9148309307677,9.3
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,2/20/2019,15:55:00,Credit card,461.9171771330582,9
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,1/4/2019,19:40:00,Cash,71.80250604944099,6.1
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,3/7/2019,13:58:00,Ewallet,251.25436798304685,9.7
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,3/30/2019,14:43:00,Ewallet,875.263214726798,6
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,3/27/2019,19:18:00,Ewallet,561.8920013233476,10
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,1/19/2019,19:39:00,Credit card,346.4770887478482,8.3
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,2/25/2019,16:21:00,Cash,64.02058970278539,6
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,3/13/2019,19:44:00,Credit card,321.8580127252222,7
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,1/30/2019,19:42:00,Ewallet,153.134102434743,6.5
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,2/20/2019,15:24:00,Credit card,399.9694274339895,5.9
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,2/25/2019,14:12:00,Ewallet,338.76698054482546,5.6
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,1/16/2019,13:32:00,Cash,955.4432937498984,4.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,2/8/2019,16:20:00,Credit card,990.5331405632016,8.7
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,1/19/2019,16:31:00,Cash,309.231649125537,6.5
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,2/1/2019,15:10:00,Credit card,486.9650902814761,8.5
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,1/3/2019,11:36:00,Ewallet,350.53013669375036,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,1/26/2019,12:45:00,Credit card,400.76421034775154,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,3/3/2019,19:17:00,Cash,167.38925249308704,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,1/19/2019,17:34:00,Credit card,316.78140633557507,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,1/18/2019,12:04:00,Ewallet,157.09048175989622,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,3/21/2019,16:21:00,Ewallet,303.179598609603,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,3/3/2019,17:01:00,Credit card,175.88060436154316,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,2/13/2019,10:50:00,Credit card,157.95063644229245,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,3/23/2019,19:16:00,Ewallet,444.62646214105007,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,1/28/2019,16:47:00,Ewallet,260.00783072093276,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,2/9/2019,10:00:00,Cash,449.9511575590229,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,1/23/2019,11:51:00,Cash,308.1932779008376,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,3/23/2019,10:55:00,Ewallet,155.15357889183278,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,1/25/2019,15:00:00,Ewallet,276.2385754225534,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,3/4/2019,11:19:00,Credit card,87.49073001593567,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,3/5/2019,19:46:00,Ewallet,55.5976714331619,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,3/3/2019,19:00:00,Ewallet,757.3387148838209,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,2/8/2019,10:53:00,Cash,186.1722547067822,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,2/10/2019,12:50:00,Ewallet,74.30750659829052,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,1/28/2019,20:50:00,Credit card,278.0344735450177,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,2/11/2019,10:39:00,Credit card,231.79960386735874,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,1/15/2019,13:41:00,Ewallet,145.87310896115645,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,3/16/2019,19:08:00,Cash,788.574831633677,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,1/26/2019,20:23:00,Ewallet,101.05917897051131,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,3/19/2019,11:30:00,Credit card,163.6254328610565,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,1/13/2019,19:30:00,Cash,72.51555199550563,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,3/26/2019,18:03:00,Cash,87.61677191652448,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,3/23/2019,10:13:00,Ewallet,26.143638913918895,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,3/12/2019,19:58:00,Credit card,164.9200767899105,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,2/17/2019,19:57:00,Credit card,357.9819734063335,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,1/29/2019,10:01:00,Credit card,114.5177571128208,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,3/15/2019,11:57:00,Cash,228.8744262270394,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,1/14/2019,10:02:00,Cash,430.57875731620095,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,2/6/2019,14:51:00,Ewallet,258.13350965016247,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,2/15/2019,12:42:00,Credit card,91.21681115494555,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,1/3/2019,12:02:00,Ewallet,206.6016748949055,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,1/4/2019,18:19:00,Credit card,600.8586781055573,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,3/18/2019,17:38:00,Ewallet,283.52826593863733,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,3/28/2019,13:41:00,Ewallet,91.59740583621875,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,3/2/2019,19:42:00,Credit card,896.8040058231023,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,1/25/2019,20:24:00,Ewallet,236.8100826791256,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,1/16/2019,18:08:00,Cash,838.3250597407825,8.8
