price,seasonal,trend,random,measure_date,forecast,upper,lower
181.9,1.8897028824550675,192.69166666666666,-12.681369549121712,2011-12-01,FALSE,NA,NA
189,4.029307049121737,191.16249999999997,-6.1918070491217065,2012-01-01,FALSE,NA,NA
189,9.871573593239376,191.1,-11.971573593239356,2012-02-01,FALSE,NA,NA
184.9,6.215328495200154,190.0291666666667,-11.34449516186686,2012-03-01,FALSE,NA,NA
189.9,4.940076044219769,188.44583333333335,-3.485909377553128,2012-04-01,FALSE,NA,NA
182.6,5.649110357945254,187.15,-10.199110357945273,2012-05-01,FALSE,NA,NA
182.4,-7.497693563623365,186.67916666666667,3.218526896956689,2012-06-01,FALSE,NA,NA
202.3,-7.541203367544933,186.79999999999998,23.041203367544966,2012-07-01,FALSE,NA,NA
193.3,-10.0918465967116,187.0583333333333,16.333513263378308,2012-08-01,FALSE,NA,NA
176.9,-6.744135659211599,188.79999999999998,-5.1558643407883835,2012-09-01,FALSE,NA,NA
183,-1.1559403467115934,190.83333333333331,-6.677392986621726,2012-10-01,FALSE,NA,NA
182.5,0.4357211116217319,192.59583333333333,-10.531554444955077,2012-11-01,FALSE,NA,NA
186.8,1.8897028824550675,194.70833333333334,-9.798036215788386,2012-12-01,FALSE,NA,NA
187,4.029307049121737,195.81666666666666,-12.845973715788404,2013-01-01,FALSE,NA,NA
197.2,9.871573593239376,196.61666666666667,-9.288240259906047,2013-02-01,FALSE,NA,NA
218.5,6.215328495200154,198.42916666666667,13.855504838133186,2013-03-01,FALSE,NA,NA
205.1,4.940076044219769,200.20416666666668,-0.04424271088646492,2013-04-01,FALSE,NA,NA
209.7,5.649110357945254,201.5375,2.513389642054733,2013-05-01,FALSE,NA,NA
206,-7.497693563623365,202.91666666666669,10.581026896956672,2013-06-01,FALSE,NA,NA
205.3,-7.541203367544933,204.3083333333333,8.53287003421164,2013-07-01,FALSE,NA,NA
209.5,-10.0918465967116,205.36666666666667,14.22517993004493,2013-08-01,FALSE,NA,NA
204.2,-6.744135659211599,205.18333333333328,5.760802325878302,2013-09-01,FALSE,NA,NA
198.3,-1.1559403467115934,204.59999999999994,-5.144059653288338,2013-10-01,FALSE,NA,NA
199.2,0.4357211116217319,203.94583333333335,-5.181554444955111,2013-11-01,FALSE,NA,NA
203.2,1.8897028824550675,202.8166666666667,-1.5063695491217572,2013-12-01,FALSE,NA,NA
204,4.029307049121737,201.39166666666668,-1.4209737157884206,2014-01-01,FALSE,NA,NA
205.6,9.871573593239376,199.33333333333334,-3.6049069265727383,2014-02-01,FALSE,NA,NA
205.7,6.215328495200154,197.34166666666667,2.14300483813318,2014-03-01,FALSE,NA,NA
203.9,4.940076044219769,195.825,3.1349239557802377,2014-04-01,FALSE,NA,NA
195.2,5.649110357945254,194.6375,-5.086610357945261,2014-05-01,FALSE,NA,NA
193.4,-7.497693563623365,194.23333333333332,6.664360230290043,2014-06-01,FALSE,NA,NA
183.7,-7.541203367544933,194.76666666666665,-3.525463299121725,2014-07-01,FALSE,NA,NA
181.7,-10.0918465967116,195.32916666666665,-3.537320069955058,2014-08-01,FALSE,NA,NA
184.2,-6.744135659211599,195.59166666666664,-4.647531007455058,2014-09-01,FALSE,NA,NA
181.9,-1.1559403467115934,195.67083333333335,-12.614892986621754,2014-10-01,FALSE,NA,NA
187.1,0.4357211116217319,196.1125,-9.448221111621763,2014-11-01,FALSE,NA,NA
205.6,1.8897028824550675,196.92916666666667,6.7811304508782655,2014-12-01,FALSE,NA,NA
214.4,4.029307049121737,198.02916666666667,12.341526284211596,2015-01-01,FALSE,NA,NA
208.7,9.871573593239376,199.8208333333333,-0.99240692657267,2015-02-01,FALSE,NA,NA
208.9,6.215328495200154,201.5916666666667,1.0930048381331403,2015-03-01,FALSE,NA,NA
202.6,4.940076044219769,203.55416666666667,-5.894242710886459,2015-04-01,FALSE,NA,NA
207.1,5.649110357945254,205.7583333333333,-4.307443691278564,2015-05-01,FALSE,NA,NA
201.1,-7.497693563623365,206.97916666666663,1.6185268969567232,2015-06-01,FALSE,NA,NA
202.4,-7.541203367544933,206.9833333333333,2.957870034211652,2015-07-01,FALSE,NA,NA
206,-10.0918465967116,207.4583333333333,8.633513263378319,2015-08-01,FALSE,NA,NA
202.4,-6.744135659211599,208.35416666666663,0.7899689925449707,2015-09-01,FALSE,NA,NA
210.8,-1.1559403467115934,209.52083333333331,2.4351070133782855,2015-10-01,FALSE,NA,NA
211.1,0.4357211116217319,211.9875,-1.3232211116217627,2015-11-01,FALSE,NA,NA
210.9,1.8897028824550675,213.13333333333333,-4.123036215788375,2015-12-01,FALSE,NA,NA
209.2,4.029307049121737,211.65833333333333,-6.4876403824550835,2016-01-01,FALSE,NA,NA
225.3,9.871573593239376,209.275,6.153426406760644,2016-02-01,FALSE,NA,NA
213.8,6.215328495200154,206.70833333333331,0.876338171466557,2016-03-01,FALSE,NA,NA
225.7,4.940076044219769,203.75833333333333,17.001590622446884,2016-04-01,FALSE,NA,NA
243.2,5.649110357945254,200.4458333333333,37.10505630872143,2016-05-01,FALSE,NA,NA
192.5,-7.497693563623365,196.85416666666663,3.143526896956729,2016-06-01,FALSE,NA,NA
175.6,-7.541203367544933,193.20416666666665,-10.06296329912172,2016-07-01,FALSE,NA,NA
175.6,-10.0918465967116,189.075,-3.3831534032883894,2016-08-01,FALSE,NA,NA
171.2,-6.744135659211599,184.69999999999996,-6.755864340788378,2016-09-01,FALSE,NA,NA
171.2,-1.1559403467115934,180.09166666666667,-7.735726319955091,2016-10-01,FALSE,NA,NA
171.2,0.4357211116217319,174.07916666666662,-3.31488777828838,2016-11-01,FALSE,NA,NA
164.6,1.8897028824550675,169.12916666666663,-6.418869549121695,2016-12-01,FALSE,NA,NA
167.9,4.029307049121737,166.4083333333333,-2.537640382455038,2017-01-01,FALSE,NA,NA
167.5,9.871573593239376,164.67916666666662,-7.050740259905979,2017-02-01,FALSE,NA,NA
166.6,6.215328495200154,164.83749999999998,-4.452828495200151,2017-03-01,FALSE,NA,NA
162.3,4.940076044219769,167.825,-10.465076044219757,2017-04-01,FALSE,NA,NA
162.3,5.649110357945254,172.05,-15.399110357945261,2017-05-01,FALSE,NA,NA
154.6,-7.497693563623365,176.29166666666666,-14.193973103043305,2017-06-01,FALSE,NA,NA
148.2,-7.541203367544933,181.07083333333335,-25.329629965788428,2017-07-01,FALSE,NA,NA
161.5,-10.0918465967116,186.02916666666664,-14.437320069955035,2017-08-01,FALSE,NA,NA
189.1,-6.744135659211599,190.01666666666668,5.827468992544908,2017-09-01,FALSE,NA,NA
225,-1.1559403467115934,193.27083333333331,32.885107013378274,2017-10-01,FALSE,NA,NA
218.8,0.4357211116217319,196.44583333333333,21.91844555504494,2017-11-01,FALSE,NA,NA
218.8,1.8897028824550675,198.36249999999998,18.547797117544974,2017-12-01,FALSE,NA,NA
228.4,4.029307049121737,200.10833333333332,24.262359617544945,2018-01-01,FALSE,NA,NA
226,9.871573593239376,201.7875,14.340926406760644,2018-02-01,FALSE,NA,NA
203.8,6.215328495200154,201.50833333333333,-3.9236618285334544,2018-03-01,FALSE,NA,NA
203.2,4.940076044219769,198.9875,-0.727576044219802,2018-04-01,FALSE,NA,NA
197.6,5.649110357945254,195.41250000000002,-3.4616103579452897,2018-05-01,FALSE,NA,NA
165.3,-7.497693563623365,191.87083333333334,-19.073139769709968,2018-06-01,FALSE,NA,NA
179.4,-7.541203367544933,187.8125,-0.8712966324550564,2018-07-01,FALSE,NA,NA
170.6,-10.0918465967116,183.4625,-2.7706534032884065,2018-08-01,FALSE,NA,NA
173.3,-6.744135659211599,180.53333333333336,-0.48919767412175474,2018-09-01,FALSE,NA,NA
180.3,-1.1559403467115934,178.83333333333334,2.622607013378257,2018-10-01,FALSE,NA,NA
177.7,0.4357211116217319,177.28333333333333,-0.019054444955088456,2018-11-01,FALSE,NA,NA
174.9,1.8897028824550675,177.1,-4.089702882455043,2018-12-01,FALSE,NA,NA
174.9,4.029307049121737,177.90833333333333,-7.037640382455066,2019-01-01,FALSE,NA,NA
175.1,9.871573593239376,178.4625,-13.234073593239401,2019-02-01,FALSE,NA,NA
184.4,6.215328495200154,179.19583333333335,-1.0111618285335169,2019-03-01,FALSE,NA,NA
181.8,4.940076044219769,180.37499999999997,-3.5150760442197395,2019-04-01,FALSE,NA,NA
181.8,5.649110357945254,182.33749999999998,-6.186610357945227,2019-05-01,FALSE,NA,NA
176.7,-7.497693563623365,185.37916666666666,-1.1814731030433165,2019-06-01,FALSE,NA,NA
187.4,-7.541203367544933,188.47916666666669,6.462036700878258,2019-07-01,FALSE,NA,NA
175.9,-10.0918465967116,190.4625,-4.470653403288395,2019-08-01,FALSE,NA,NA
185.6,-6.744135659211599,190.77916666666667,1.5649689925449195,2019-09-01,FALSE,NA,NA
196.3,-1.1559403467115934,190.39583333333334,7.060107013378257,2019-10-01,FALSE,NA,NA
208.8,0.4357211116217319,190.2583333333333,18.10594555504497,2019-11-01,FALSE,NA,NA
216.8,1.8897028824550675,190.6541666666667,24.25613045087826,2019-12-01,FALSE,NA,NA
207.4,4.029307049121737,191.4083333333333,11.962359617544962,2020-01-01,FALSE,NA,NA
190.2,9.871573593239376,191.97916666666669,-11.650740259906058,2020-02-01,FALSE,NA,NA
176.9,6.215328495200154,193.1,-22.415328495200157,2020-03-01,FALSE,NA,NA
180.1,4.940076044219769,194.3375,-19.17757604421979,2020-04-01,FALSE,NA,NA
180.2,5.649110357945254,194.09166666666667,-19.54077702461194,2020-05-01,FALSE,NA,NA
187.8,-7.497693563623365,192.44166666666666,2.856026896956706,2020-06-01,FALSE,NA,NA
194.4,-7.541203367544933,190.82083333333333,11.120370034211618,2020-07-01,FALSE,NA,NA
182.6,-10.0918465967116,190.25833333333333,2.4335132633782735,2020-08-01,FALSE,NA,NA
205.8,-6.744135659211599,190.59166666666664,21.952468992544965,2020-09-01,FALSE,NA,NA
205.8,-1.1559403467115934,191.575,15.380940346711611,2020-10-01,FALSE,NA,NA
193.4,0.4357211116217319,193.37499999999997,-0.41072111162171154,2020-11-01,FALSE,NA,NA
192.6,1.8897028824550675,195.20416666666662,-4.493869549121683,2020-12-01,FALSE,NA,NA
192.7,4.029307049121737,196.41433333333333,-7.743640382455084,2021-01-01,FALSE,NA,NA
191.4,9.871573593239376,197.13745833333334,-15.609031926572726,2021-02-01,FALSE,NA,NA
183.7,6.215328495200154,197.56837499999997,-20.083703495200126,2021-03-01,FALSE,NA,NA
196.9,4.940076044219769,196.90666666666664,-4.9467427108864115,2021-04-01,FALSE,NA,NA
206.6,5.649110357945254,196.17249999999996,4.778389642054776,2021-05-01,FALSE,NA,NA
205.3,-7.497693563623365,196.45091666666664,16.346776896956726,2021-06-01,FALSE,NA,NA
205.944,-7.541203367544933,196.84720833333333,16.6379950342116,2021-07-01,FALSE,NA,NA
188.411,-10.0918465967116,199.6180416666667,-1.1151950699550923,2021-08-01,FALSE,NA,NA
210.331,-6.744135659211599,204.74550000000002,12.329635659211561,2021-09-01,FALSE,NA,NA
185.388,-1.1559403467115934,209.48333333333335,-22.939392986621755,2021-10-01,FALSE,NA,NA
196.192,0.4357211116217319,213.34404166666664,-17.58776277828838,2021-11-01,FALSE,NA,NA
196.49,1.8897028824550675,214.97683333333333,-20.376536215788377,2021-12-01,FALSE,NA,NA
198.321,4.029307049121737,214.888375,-20.59668204912174,2022-01-01,FALSE,NA,NA
252.279,9.871573593239376,214.77183333333332,27.635593073427316,2022-02-01,FALSE,NA,NA
245.88,6.215328495200154,214.66791666666666,24.9967548381332,2022-03-01,FALSE,NA,NA
248.428,4.940076044219769,216.54541666666665,26.942507289113564,2022-04-01,FALSE,NA,NA
247.729,5.649110357945254,220.760875,21.319014642054753,2022-05-01,FALSE,NA,NA
203.358,-7.497693563623365,225.48891666666668,-14.63322310304332,2022-06-01,FALSE,NA,NA
205.763,-7.541203367544933,230.41845833333332,-17.114254965788376,2022-07-01,FALSE,NA,NA
185.795,-10.0918465967116,233.67433333333332,-37.78748673662173,2022-08-01,FALSE,NA,NA
210.453,-6.744135659211599,235.377125,-18.17998934078841,2022-09-01,FALSE,NA,NA
230.326,-1.1559403467115934,236.4010833333333,-4.919142986621722,2022-10-01,FALSE,NA,NA
252.425,0.4357211116217319,236.33208333333334,15.657195555044922,2022-11-01,FALSE,NA,NA
253.73,1.8897028824550675,237.97787499999993,13.862422117545009,2022-12-01,FALSE,NA,NA
259.39,4.029307049121737,241.3722499999999,13.988442950878351,2023-01-01,FALSE,NA,NA
269.351,9.871573593239376,245.91179166666666,13.567634740093979,2023-02-01,FALSE,NA,NA
269.675,6.215328495200154,250.66929166666668,12.790379838133191,2023-03-01,FALSE,NA,NA
249.208,4.940076044219769,255.9340833333333,-11.666159377553072,2023-04-01,FALSE,NA,NA
245.293,5.649110357945254,261.77483333333333,-22.13094369127859,2023-05-01,FALSE,NA,NA
245.293,-7.497693563623365,266.60245833333335,-13.811764769709981,2023-06-01,FALSE,NA,NA
245.293,-7.541203367544933,271.13987499999996,-18.305671632455017,2023-07-01,FALSE,NA,NA
255.214,-10.0918465967116,275.02641666666665,-9.720570069955045,2023-08-01,FALSE,NA,NA
255.214,-6.744135659211599,277.6899583333333,-15.731822674121702,2023-09-01,FALSE,NA,NA
311.92,-1.1559403467115934,279.5322083333333,33.5437320133783,2023-10-01,FALSE,NA,NA
311.009,0.4357211116217319,281.52425,29.049028888378302,2023-11-01,FALSE,NA,NA
311.009,1.8897028824550675,283.5932916666667,25.526005450878245,2023-12-01,FALSE,NA,NA
311.009,4.029307049121737,285.57620833333334,21.40348461754496,2024-01-01,FALSE,NA,NA
311.009,9.871573593239376,287.47208333333333,13.665343073427323,2024-02-01,FALSE,NA,NA
291.942,6.215328495200154,289.28091666666666,-3.5542451618667883,2024-03-01,FALSE,NA,NA
271.155,4.940076044219769,289.78612499999997,-23.571201044219777,2024-04-01,FALSE,NA,NA
271.155,5.649110357945254,289.02566666666667,-23.519777024611926,2024-05-01,FALSE,NA,NA
269.088,-7.497693563623365,286.20758333333333,-9.621889769709924,2024-06-01,FALSE,NA,NA
269.088,-7.541203367544933,283.32050000000004,-6.691296632455078,2024-07-01,FALSE,NA,NA
251.60897754244516,NA,NA,NA,2024-08-01,TRUE,335.13707685886953,168.0808782260208
254.11014669499622,NA,NA,NA,2024-09-01,TRUE,342.33013726794195,165.89015612205046
258.9228300027083,NA,NA,NA,2024-10-01,TRUE,351.77772379890115,166.06793620651533
259.8040494246729,NA,NA,NA,2024-11-01,TRUE,357.2314691150971,162.3766297342486
260.6071993786891,NA,NA,NA,2024-12-01,TRUE,362.5408359806728,158.67356277670527
262.1505803039121,NA,NA,NA,2025-01-01,TRUE,368.5213812034752,155.77977940434894
267.44665020482324,NA,NA,NA,2025-02-01,TRUE,378.1837881888421,156.70951222080436
263.2900375392137,NA,NA,NA,2025-03-01,TRUE,378.321700729228,148.25837434919936
261.55640127026174,NA,NA,NA,2025-04-01,TRUE,380.81043576663365,142.3023667738898
261.8455128348001,NA,NA,NA,2025-05-01,TRUE,385.24994369415674,138.44108197544347
248.3140201254266,NA,NA,NA,2025-06-01,TRUE,375.7974714916953,120.83056875915784
247.91809916076352,NA,NA,NA,2025-07-01,TRUE,379.4101305937701,116.42606772775696
245.04461411724648,NA,NA,NA,2025-08-01,TRUE,380.47598716014335,109.61324107434965
248.09657154661772,NA,NA,NA,2025-09-01,TRUE,387.39945816224855,108.79368493098687
253.41382879074362,NA,NA,NA,2025-10-01,TRUE,396.5219713440267,110.30568623746052
254.7572854607086,NA,NA,NA,2025-11-01,TRUE,401.60611633001844,107.90845459139877
255.98388826874552,NA,NA,NA,2025-12-01,TRUE,406.5106158593308,105.45716067816022
257.9151918902767,NA,NA,NA,2026-01-01,TRUE,412.05885873988683,103.77152504066649
263.5666355166972,NA,NA,NA,2026-02-01,TRUE,421.268153283749,105.86511774964544
259.7355786537884,NA,NA,NA,2026-03-01,TRUE,420.9377440272058,98.53341328037098
258.30018216190547,NA,NA,NA,2026-04-01,TRUE,422.94767710214154,93.65268722166942
258.86250945133133,NA,NA,NA,2026-05-01,TRUE,426.90188864250337,90.82313026015922
245.58130807820868,NA,NA,NA,2026-06-01,TRUE,416.96097602450146,74.2016401319159
245.4146775507196,NA,NA,NA,2026-07-01,TRUE,420.08485737232013,70.74449772911908
242.7512441428962,NA,NA,NA,2026-08-01,TRUE,420.6639398063907,64.83854847940168
245.9956286538386,NA,NA,NA,2026-09-01,TRUE,427.10458209996824,64.88667520770889
251.48916722802755,NA,NA,NA,2026-10-01,TRUE,435.7498116283454,67.2285228277097
252.9941141990202,NA,NA,NA,2026-11-01,TRUE,440.3635243760026,65.62470402203778
254.3686573324261,NA,NA,NA,2026-12-01,TRUE,444.8054982097339,63.9318164551183
256.43548822544665,NA,NA,NA,2027-01-01,TRUE,449.89996203190833,62.97101441898494
262.21108759690526,NA,NA,NA,2027-02-01,TRUE,458.66488042574525,65.75729476806526
258.49376908980156,NA,NA,NA,2027-03-01,TRUE,457.89999731055894,59.087540869044055
257.16256764404625,NA,NA,NA,2027-04-01,TRUE,459.48572457591,54.83941071218248
257.8203474091184,NA,NA,NA,2027-05-01,TRUE,463.0262505888295,52.614444229407304
244.6265894936804,NA,NA,NA,2027-06-01,TRUE,452.682328806836,36.57085018052476
244.54006540911035,NA,NA,NA,2027-07-01,TRUE,455.413952299046,33.66617851917469
241.95001704765926,NA,NA,NA,2027-08-01,TRUE,455.611534969708,28.288499125610585
245.26162917269644,NA,NA,NA,2027-09-01,TRUE,461.6813854223647,28.841872923028177
250.816754573089,NA,NA,NA,2027-10-01,TRUE,469.9664335835339,31.66707556264413
252.37812087731118,NA,NA,NA,2027-11-01,TRUE,474.2304390535927,30.525802701029612
253.80434943369264,NA,NA,NA,2027-12-01,TRUE,478.33301156787024,29.275687299515077
255.9185290420427,NA,NA,NA,2028-01-01,TRUE,483.0981863336407,28.738871750444794
