invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax,total,cogs,gross_income,gross_margin_percentage
802-88-8421,Mandalay,Member,Male,Electronic accessories,81.68,10,6/16/2018,12:00:00,Cash,6.9,B,40.84,857.64,473.69,343,42
557-92-8842,Yangon,Member,Female,Electronic accessories,54.33,5,7/23/2018,17:00:00,Credit card,6,A,13.5825,285.2325,183.98,87,32
527-86-8178,Mandalay,Normal,Male,Sports and travel,54.26,19,10/29/2018,17:00:00,Credit card,5.9,B,51.547,1082.487,744.28,286,27
149-39-1423,Naypyitaw,Normal,Male,Electronic accessories,16.09,19,11/9/2018,19:00:00,Credit card,8.5,C,15.2855,320.9955,240.03,65,21
847-65-7297,Naypyitaw,Normal,Female,Home and lifestyle,82.57,6,11/17/2018,13:00:00,Credit card,7.4,C,24.771,520.191,373.15,122,24
824-12-5131,Naypyitaw,Normal,Male,Electronic accessories,11.56,7,6/17/2018,13:00:00,Ewallet,6.3,C,4.046,84.966,66.7,NA,NA
697-29-9140,Yangon,Member,Female,Food and beverages,26.46,1,5/22/2018,13:00:00,Cash,8,A,1.323,27.783,22.58,3,14
479-98-3444,Naypyitaw,Member,Male,Home and lifestyle,28.31,8,9/20/2018,18:00:00,Cash,4.9,C,11.324,237.804,180.9,45,20
631-18-5219,Naypyitaw,Member,Male,Home and lifestyle,20.63,9,1/2/2018,18:00:00,Cash,9.9,C,9.2835,194.9535,148.81,36,19
536-87-4234,Naypyitaw,Member,Male,Home and lifestyle,66.16,18,5/31/2018,13:00:00,Credit card,6.9,C,59.544,1250.424,602.46,588,49
525-80-5555,Mandalay,Member,Female,Electronic accessories,50.06,11,8/15/2018,12:00:00,Ewallet,9,B,27.533,578.193,371.94,NA,NA
682-48-2902,Yangon,Normal,Male,Food and beverages,51.4,14,4/16/2018,12:00:00,Credit card,5,A,35.98,755.58,466.03,253,35
994-55-1897,Naypyitaw,Member,Female,Health and beauty,81.79,15,9/24/2018,11:00:00,Ewallet,9.8,C,61.3425,1288.1925,904.44,NA,NA
712-14-3291,Yangon,Normal,Male,Home and lifestyle,86.08,18,10/5/2018,13:00:00,Ewallet,7,A,77.472,1626.912,1289.31,NA,NA
505-46-2347,Mandalay,Member,Male,Home and lifestyle,84.81,15,2/17/2018,13:00:00,Ewallet,4.7,B,63.6075,1335.7575,1075.72,NA,NA
776-89-4109,Yangon,Member,Female,Electronic accessories,19.53,22,7/7/2018,19:00:00,Credit card,5.8,A,21.483,451.143,304.35,125,29
215-82-8838,Mandalay,Normal,Female,Health and beauty,86.79,11,7/27/2018,19:00:00,Cash,6,B,47.7345,1002.4245,846.49,108,11
296-47-7891,Yangon,Normal,Male,Home and lifestyle,55.9,16,5/8/2018,12:00:00,Ewallet,5.8,A,44.72,939.12,739.59,NA,NA
233-44-9163,Mandalay,Normal,Male,Home and lifestyle,82.54,8,9/21/2018,19:00:00,Credit card,8.7,B,33.016,693.336,548.9,111,16
389-87-4105,Yangon,Member,Female,Electronic accessories,95.52,45,2/2/2018,19:00:00,Cash,6.9,A,214.92,4513.32,3100.87,1197,27
737-34-8964,Naypyitaw,Member,Male,Fashion accessories,39.95,9,7/31/2018,16:00:00,Cash,4.6,C,17.9775,377.5275,186.07,173,48
533-74-5275,Naypyitaw,Normal,Female,Home and lifestyle,81.64,18,4/4/2018,17:00:00,Ewallet,9.6,C,73.476,1542.996,1125.87,NA,NA
604-75-6289,Yangon,Normal,Male,Health and beauty,18.42,9,11/29/2018,16:00:00,Cash,8,A,8.289,174.069,99.66,66,39
843-71-3457,Mandalay,Normal,Male,Electronic accessories,55.71,18,5/27/2018,19:00:00,Credit card,4.6,B,50.139,1052.919,622.89,379,37
745-16-9059,Mandalay,Member,Male,Electronic accessories,48.93,16,9/17/2018,16:00:00,Credit card,6,B,39.144,822.024,463.94,318,40
358-39-9469,Naypyitaw,Normal,Male,Fashion accessories,97.47,14,7/30/2018,18:00:00,Ewallet,7.4,C,68.229,1432.809,738.02,NA,NA
633-92-5724,Yangon,Normal,Male,Home and lifestyle,63.56,6,5/9/2018,13:00:00,Ewallet,8.7,A,19.068,400.428,254.84,NA,NA
102-53-9861,Yangon,Member,Female,Sports and travel,23.06,6,10/28/2018,11:00:00,Ewallet,8.5,A,6.918,145.278,96.07,NA,NA
538-86-4736,Yangon,Normal,Male,Fashion accessories,78.13,8,1/22/2018,13:00:00,Ewallet,5.1,A,31.252,656.292,408.72,NA,NA
518-63-7835,Naypyitaw,Normal,Male,Sports and travel,49.75,1,12/12/2018,11:00:00,Credit card,5.6,C,2.4875,52.2375,31.24,18,37
447-58-6956,Yangon,Member,Male,Health and beauty,27.5,15,10/18/2018,17:00:00,Ewallet,6.5,A,20.625,433.125,359.85,NA,NA
662-78-3284,Mandalay,Normal,Male,Electronic accessories,61.32,6,8/3/2018,12:00:00,Credit card,9.1,B,18.396,386.316,264.25,103,28
660-79-5282,Yangon,Normal,Female,Health and beauty,37,13,4/25/2018,15:00:00,Cash,9,A,24.05,505.05,431.5,49,10
555-86-5286,Naypyitaw,Member,Male,Fashion accessories,82.4,13,3/27/2018,16:00:00,Cash,9.5,C,53.56,1124.76,861.55,209,19
256-39-3861,Naypyitaw,Normal,Male,Home and lifestyle,92.84,3,6/24/2018,12:00:00,Ewallet,4.4,C,13.926,292.446,226.63,NA,NA
160-33-8495,Mandalay,Member,Female,Food and beverages,30.77,15,12/12/2018,12:00:00,Cash,9.7,B,23.0775,484.6275,335.05,126,27
825-95-6010,Naypyitaw,Member,Female,Health and beauty,53.33,16,6/27/2018,14:00:00,Ewallet,7.9,C,42.664,895.944,719.97,NA,NA
565-69-8286,Yangon,Member,Male,Electronic accessories,19.94,32,8/21/2018,10:00:00,Credit card,8.5,A,31.904,669.984,526.05,112,17
444-49-1400,Yangon,Member,Female,Electronic accessories,20.07,5,9/13/2018,10:00:00,Credit card,8.1,A,5.0175,105.3675,66.08,34,34
501-56-2730,Yangon,Member,Female,Sports and travel,47.04,18,11/1/2018,15:00:00,Credit card,7.2,A,42.336,889.056,574.52,272,32
382-43-6137,Yangon,Normal,Male,Fashion accessories,86.88,19,4/11/2018,18:00:00,Ewallet,6.7,A,82.536,1733.256,1256.15,NA,NA
623-86-1278,Naypyitaw,Member,Male,Health and beauty,43.59,20,3/23/2018,18:00:00,Ewallet,4.1,C,43.59,915.39,441.89,NA,NA
788-96-3145,Naypyitaw,Member,Female,Fashion accessories,74.42,14,10/14/2018,12:00:00,Ewallet,4.2,C,52.094,1093.974,601.61,NA,NA
969-88-7363,Mandalay,Normal,Female,Health and beauty,89.68,10,8/29/2018,13:00:00,Ewallet,5.2,B,44.84,941.64,731.26,NA,NA
476-12-1410,Naypyitaw,Member,Male,Electronic accessories,22.44,17,9/10/2018,15:00:00,Credit card,7.9,C,19.074,400.554,201.61,179,47
855-90-7190,Mandalay,Member,Female,Health and beauty,25.95,4,8/3/2018,14:00:00,Cash,8.3,B,5.19,108.99,71.08,32,31
822-41-3409,Mandalay,Member,Female,Home and lifestyle,43.06,15,10/23/2018,14:00:00,Ewallet,7,B,32.295,678.195,494.88,NA,NA
567-77-6898,Naypyitaw,Member,Male,Electronic accessories,11.16,7,7/12/2018,18:00:00,Cash,4.1,C,3.906,82.026,55.8,22,28
215-61-1183,Mandalay,Normal,Male,Electronic accessories,61.6,2,9/11/2018,12:00:00,Cash,6.1,B,6.16,129.36,101.66,21,17
466-46-4584,Naypyitaw,Normal,Female,Food and beverages,25.41,10,12/17/2018,14:00:00,Credit card,9.9,C,12.705,266.805,224.9,29,11
632-21-7548,Mandalay,Normal,Male,Home and lifestyle,80.63,15,8/29/2018,10:00:00,Cash,8.3,B,60.4725,1269.9225,882.07,327,27
461-21-9924,Yangon,Normal,Male,Food and beverages,97.11,19,10/24/2018,14:00:00,Credit card,9.3,A,92.2545,1937.3445,1480.02,365,19
626-50-8818,Yangon,Normal,Female,Health and beauty,77.06,1,6/10/2018,18:00:00,Ewallet,9.3,A,3.853,80.913,53.3,NA,NA
407-42-1885,Naypyitaw,Member,Male,Fashion accessories,76.14,9,3/28/2018,15:00:00,Credit card,7.3,C,34.263,719.523,482.09,203,29
721-35-7327,Yangon,Normal,Male,Fashion accessories,21.03,1,12/12/2018,19:00:00,Ewallet,8.3,A,1.0515,22.0815,17.51,NA,NA
669-45-1521,Mandalay,Normal,Male,Health and beauty,11.03,19,5/14/2018,18:00:00,Ewallet,9.7,B,10.4785,220.0485,167.02,NA,NA
840-84-7787,Mandalay,Normal,Female,Health and beauty,48.42,14,8/31/2018,14:00:00,Cash,9.5,B,33.894,711.774,477.28,200,29
750-16-8475,Mandalay,Normal,Male,Fashion accessories,58.92,4,2/22/2018,12:00:00,Ewallet,6.8,B,11.784,247.464,129.23,NA,NA
654-53-9931,Mandalay,Member,Male,Sports and travel,89.34,7,7/4/2018,16:00:00,Ewallet,8.7,B,31.269,656.649,415.74,NA,NA
857-65-4649,Yangon,Member,Female,Home and lifestyle,19.36,15,9/25/2018,13:00:00,Ewallet,8.7,A,14.52,304.92,178.2,NA,NA
727-77-3091,Mandalay,Normal,Female,Food and beverages,92.29,10,5/15/2018,14:00:00,Ewallet,7.8,B,46.145,969.045,766.63,NA,NA
995-56-6494,Mandalay,Normal,Female,Electronic accessories,62.89,19,7/19/2018,17:00:00,Credit card,7.4,B,59.7455,1254.6555,1027.17,167,14
547-67-9091,Mandalay,Normal,Female,Food and beverages,53.98,11,11/29/2018,19:00:00,Ewallet,7.3,B,29.689,623.469,328.28,NA,NA
590-43-8329,Yangon,Normal,Female,Fashion accessories,37.68,14,7/23/2018,13:00:00,Credit card,8.4,A,26.376,553.896,392.57,134,25
909-27-6864,Naypyitaw,Normal,Male,Home and lifestyle,40.13,20,2/21/2018,16:00:00,Credit card,4.6,C,40.13,842.73,524.47,278,34
833-43-9424,Mandalay,Normal,Male,Electronic accessories,64.24,15,3/25/2018,16:00:00,Credit card,9.5,B,48.18,1011.78,695.52,268,27
574-85-3272,Yangon,Normal,Female,Electronic accessories,10.92,17,6/14/2018,19:00:00,Credit card,7.2,A,9.282,194.922,103.52,82,44
137-95-1340,Naypyitaw,Member,Male,Sports and travel,30.67,7,11/9/2018,12:00:00,Cash,5,C,10.7345,225.4245,150.31,64,29
674-73-2747,Mandalay,Member,Male,Home and lifestyle,68.36,5,6/13/2018,11:00:00,Cash,4.4,B,17.09,358.89,173.33,168,49
845-29-1113,Mandalay,Normal,Male,Fashion accessories,88.68,20,9/7/2018,18:00:00,Credit card,5.3,B,88.68,1862.28,1032.41,741,41
556-74-5825,Yangon,Normal,Male,Sports and travel,66.2,4,1/10/2018,11:00:00,Credit card,4.5,A,13.24,278.04,171.33,93,35
324-54-4181,Mandalay,Normal,Male,Sports and travel,46.47,16,4/13/2018,10:00:00,Credit card,9.9,B,37.176,780.696,412.35,331,44
639-60-3973,Mandalay,Member,Male,Health and beauty,97.53,17,7/10/2018,16:00:00,Credit card,9.1,B,82.9005,1740.9105,894.95,763,46
847-17-7201,Mandalay,Member,Female,Sports and travel,87,6,2/5/2018,12:00:00,Cash,9.4,B,26.1,548.1,329,193,36
509-99-9258,Yangon,Normal,Male,Sports and travel,26.05,9,3/23/2018,15:00:00,Cash,7.1,A,11.7225,246.1725,209.23,25,10
919-48-8165,Mandalay,Member,Female,Sports and travel,64.28,13,1/25/2018,19:00:00,Cash,9.1,B,41.782,877.422,545.99,289,34
921-67-7983,Yangon,Member,Female,Home and lifestyle,96.82,19,12/9/2018,17:00:00,Credit card,10,A,91.979,1931.559,1104.8,734,39
484-90-5531,Yangon,Normal,Male,Fashion accessories,11.75,17,11/3/2018,16:00:00,Cash,6.1,A,9.9875,209.7375,101.93,97,48
396-31-9847,Naypyitaw,Normal,Male,Home and lifestyle,49.36,17,6/3/2018,15:00:00,Cash,10,C,41.956,881.076,599.72,239,28
399-49-8869,Naypyitaw,Member,Male,Food and beverages,63.65,13,12/30/2018,13:00:00,Ewallet,9.7,C,41.3725,868.8225,621.65,NA,NA
533-74-4288,Mandalay,Normal,Male,Health and beauty,53.56,12,4/5/2018,17:00:00,Credit card,7,B,32.136,674.856,553.08,89,13
903-12-4050,Mandalay,Member,Male,Home and lifestyle,23.2,14,4/20/2018,17:00:00,Credit card,8.1,B,16.24,341.04,193.8,131,40
411-94-4160,Naypyitaw,Member,Male,Food and beverages,61.94,9,9/4/2018,14:00:00,Cash,7.1,C,27.873,585.333,491.4,66,11
993-35-4351,Yangon,Member,Female,Home and lifestyle,76.63,14,12/13/2018,18:00:00,Credit card,8.5,A,53.641,1126.461,870.8,202,18
957-54-5491,Mandalay,Normal,Male,Sports and travel,16.37,7,8/14/2018,14:00:00,Cash,8.3,B,5.7295,120.3195,79.11,35,30
248-64-9149,Yangon,Member,Male,Sports and travel,21.63,20,4/2/2018,17:00:00,Cash,4.7,A,21.63,454.23,313.07,119,27
311-14-1145,Mandalay,Normal,Female,Fashion accessories,46.78,10,3/19/2018,10:00:00,Ewallet,5.9,B,23.39,491.19,339.1,NA,NA
788-15-5402,Yangon,Member,Female,Fashion accessories,54.33,4,7/31/2018,16:00:00,Cash,4.5,A,10.866,228.186,133.7,83,38
587-30-3641,Yangon,Normal,Female,Health and beauty,28.26,12,7/29/2018,16:00:00,Ewallet,8.5,A,16.956,356.076,238.92,NA,NA
761-29-6013,Mandalay,Normal,Male,Home and lifestyle,26.15,14,7/28/2018,16:00:00,Credit card,4.6,B,18.305,384.405,257.67,108,29
441-39-5016,Naypyitaw,Normal,Male,Health and beauty,63.36,14,3/19/2018,13:00:00,Ewallet,5.1,C,44.352,931.392,660.33,NA,NA
164-53-5029,Naypyitaw,Normal,Male,Food and beverages,79.04,4,5/2/2018,18:00:00,Credit card,7.7,C,15.808,331.968,200.08,116,36
315-69-6383,Naypyitaw,Member,Male,Fashion accessories,82.39,20,2/16/2018,15:00:00,Credit card,4.1,C,82.39,1730.19,1330.07,317,19
561-26-1533,Yangon,Normal,Female,Health and beauty,85.23,17,12/17/2018,19:00:00,Cash,9.9,A,72.4455,1521.3555,865.7,583,40
301-70-6660,Naypyitaw,Normal,Male,Electronic accessories,97.18,1,7/11/2018,11:00:00,Cash,9.1,C,4.859,102.039,62.33,34,35
952-29-1055,Yangon,Member,Male,Sports and travel,71.45,3,11/9/2018,15:00:00,Cash,6.2,A,10.7175,225.0675,168.67,45,21
326-58-1217,Yangon,Member,Female,Home and lifestyle,57.48,7,12/28/2018,13:00:00,Cash,7.7,A,20.118,422.478,280.87,121,30
415-91-3025,Mandalay,Member,Male,Fashion accessories,10.6,18,2/15/2018,11:00:00,Ewallet,5.7,B,9.54,200.34,128.77,NA,NA
102-10-9944,Mandalay,Normal,Female,Electronic accessories,81.84,9,12/27/2018,10:00:00,Credit card,8.3,B,36.828,773.388,634.58,101,13
184-50-7117,Naypyitaw,Member,Male,Electronic accessories,83.81,2,6/25/2018,14:00:00,Ewallet,8.8,C,8.381,176.001,124.57,NA,NA
430-47-3163,Yangon,Member,Female,Fashion accessories,63.79,7,9/23/2018,18:00:00,Ewallet,4.3,A,22.3265,468.8565,335.1,NA,NA
305-27-2083,Yangon,Normal,Female,Fashion accessories,21.48,19,3/7/2018,15:00:00,Cash,7.4,A,20.406,428.526,281.41,126,31
216-63-8754,Naypyitaw,Member,Female,Electronic accessories,24.81,13,10/11/2018,16:00:00,Cash,9,C,16.1265,338.6565,236.98,85,26
791-47-4417,Mandalay,Member,Female,Food and beverages,81.7,15,3/25/2018,16:00:00,Credit card,6.4,B,61.275,1286.775,835.58,389,31
668-65-7089,Yangon,Normal,Female,Food and beverages,19.77,11,11/4/2018,11:00:00,Cash,7.8,A,10.8735,228.3435,186.87,30,14
923-60-8132,Mandalay,Normal,Male,Electronic accessories,15.74,12,11/3/2018,15:00:00,Ewallet,9.7,B,9.444,198.324,111.74,NA,NA
831-74-1415,Naypyitaw,Member,Female,Health and beauty,24.69,13,10/15/2018,18:00:00,Ewallet,7.6,C,16.0485,337.0185,204.2,NA,NA
888-69-1804,Mandalay,Normal,Female,Health and beauty,44.99,8,8/8/2018,13:00:00,Credit card,5.2,B,17.996,377.916,222.06,137,38
533-23-8191,Mandalay,Member,Male,Home and lifestyle,93.6,6,3/9/2018,10:00:00,Ewallet,9,B,28.08,589.68,289.44,NA,NA
679-85-3291,Yangon,Normal,Female,Sports and travel,49.7,9,11/4/2018,19:00:00,Credit card,9.3,A,22.365,469.665,269.02,178,39
518-22-8037,Yangon,Normal,Male,Fashion accessories,32.4,13,1/11/2018,13:00:00,Credit card,4.3,A,21.06,442.26,311.11,110,26
161-75-6316,Naypyitaw,Member,Female,Food and beverages,36.83,9,6/20/2018,19:00:00,Credit card,5.6,C,16.5735,348.0435,170.75,160,48
321-79-9477,Mandalay,Normal,Female,Sports and travel,66.73,13,7/13/2018,16:00:00,Cash,8,B,43.3745,910.8645,641.31,226,26
401-55-6068,Yangon,Normal,Female,Home and lifestyle,49.43,20,9/5/2018,19:00:00,Credit card,4.6,A,49.43,1038.03,854.3,134,13
790-91-2624,Naypyitaw,Normal,Male,Electronic accessories,67.6,10,12/1/2018,11:00:00,Cash,5.1,C,33.8,709.8,552.07,123,18
157-60-5539,Naypyitaw,Normal,Female,Electronic accessories,76.03,13,1/31/2018,19:00:00,Cash,9.4,C,49.4195,1037.8095,549.73,438,44
882-52-1566,Yangon,Normal,Male,Sports and travel,10.06,18,9/10/2018,18:00:00,Credit card,4.7,A,9.054,190.134,109.02,72,39
722-21-7213,Mandalay,Normal,Female,Electronic accessories,98.24,20,10/19/2018,11:00:00,Ewallet,7.2,B,98.24,2063.04,1126.36,NA,NA
880-13-7193,Yangon,Member,Female,Health and beauty,88.23,12,2/25/2018,11:00:00,Ewallet,9,A,52.938,1111.698,831.18,NA,NA
291-12-4641,Yangon,Member,Female,Food and beverages,36.18,14,10/18/2018,14:00:00,Credit card,9.8,A,25.326,531.846,275.34,231,45
191-17-4492,Yangon,Normal,Female,Food and beverages,31.72,10,6/28/2018,11:00:00,Cash,7.1,A,15.86,333.06,232.27,84,26
758-71-5168,Yangon,Normal,Male,Fashion accessories,96.37,14,10/18/2018,15:00:00,Credit card,8.8,A,67.459,1416.639,680.25,668,49
184-18-4830,Yangon,Normal,Male,Fashion accessories,26.17,16,1/26/2018,18:00:00,Ewallet,8.4,A,20.936,439.656,296.72,NA,NA
848-92-9700,Mandalay,Normal,Female,Food and beverages,50.42,17,7/6/2018,17:00:00,Credit card,5.3,B,42.857,899.997,554.07,303,35
871-97-6234,Mandalay,Normal,Male,Sports and travel,17.03,5,8/21/2018,12:00:00,Cash,6.1,B,4.2575,89.4075,53.57,31,37
337-92-1074,Naypyitaw,Normal,Male,Home and lifestyle,64.33,2,11/9/2018,19:00:00,Credit card,9.3,C,6.433,135.093,97.14,31,24
450-97-8579,Naypyitaw,Member,Male,Sports and travel,53.12,8,8/4/2018,13:00:00,Cash,7.3,C,21.248,446.208,287.38,137,32
596-76-5379,Naypyitaw,Normal,Female,Food and beverages,78.01,14,2/22/2018,16:00:00,Ewallet,6.5,C,54.607,1146.747,576.71,NA,NA
242-10-2255,Mandalay,Member,Female,Fashion accessories,89.46,7,7/18/2018,13:00:00,Cash,8.8,B,31.311,657.531,439.78,186,29
654-68-3447,Mandalay,Member,Female,Electronic accessories,17.18,5,4/10/2018,10:00:00,Credit card,6.8,B,4.295,90.195,44.37,41,48
319-88-4304,Naypyitaw,Member,Female,Fashion accessories,37.13,8,9/7/2018,19:00:00,Cash,5.4,C,14.852,311.892,164.93,132,44
335-58-1538,Naypyitaw,Member,Male,Fashion accessories,73.07,20,8/5/2018,14:00:00,Ewallet,6.7,C,73.07,1534.47,1058.87,NA,NA
156-59-1156,Naypyitaw,Member,Female,Electronic accessories,95.73,3,8/22/2018,17:00:00,Ewallet,4.5,C,14.3595,301.5495,230.08,NA,NA
122-51-7291,Naypyitaw,Normal,Male,Health and beauty,15.88,10,9/16/2018,13:00:00,Ewallet,8.4,C,7.94,166.74,97.72,NA,NA
648-70-4395,Naypyitaw,Normal,Female,Sports and travel,68.44,17,9/27/2018,17:00:00,Credit card,6.4,C,58.174,1221.654,950.61,212,18
603-55-6724,Yangon,Member,Female,Health and beauty,17.44,14,11/6/2018,14:00:00,Credit card,6.6,A,12.208,256.368,178.5,65,26
396-27-7833,Yangon,Normal,Female,Sports and travel,57.25,16,10/2/2018,14:00:00,Credit card,5.9,A,45.8,961.8,757.36,158,17
595-91-7232,Mandalay,Member,Male,Food and beverages,58.13,7,6/1/2018,15:00:00,Credit card,7.5,B,20.3455,427.2555,338.4,68,16
310-40-1122,Naypyitaw,Normal,Male,Electronic accessories,96.7,9,7/25/2018,18:00:00,Ewallet,9.1,C,43.515,913.815,687.53,NA,NA
985-87-6463,Yangon,Member,Female,Electronic accessories,49.08,30,8/21/2018,15:00:00,Credit card,9.5,A,73.62,1546.02,814.4,658,44
170-95-6908,Mandalay,Normal,Male,Fashion accessories,64.44,12,2/21/2018,16:00:00,Ewallet,6.2,B,38.664,811.944,554.65,NA,NA
520-75-7224,Naypyitaw,Member,Male,Home and lifestyle,90.2,3,3/23/2018,16:00:00,Ewallet,6,C,13.53,284.13,148.18,NA,NA
417-84-4127,Naypyitaw,Member,Female,Sports and travel,71.64,16,7/20/2018,12:00:00,Cash,6.1,C,57.312,1203.552,841.35,304,26
657-24-6949,Naypyitaw,Normal,Female,Food and beverages,67.05,18,12/22/2018,12:00:00,Ewallet,4.1,C,60.345,1267.245,636.37,NA,NA
299-88-9650,Mandalay,Normal,Male,Electronic accessories,85.54,5,4/27/2018,12:00:00,Ewallet,4.3,B,21.385,449.085,289.06,NA,NA
825-98-1541,Yangon,Member,Female,Fashion accessories,85.85,12,10/3/2018,10:00:00,Ewallet,7.1,A,51.51,1081.71,654.32,NA,NA
263-22-4656,Yangon,Normal,Male,Sports and travel,25.83,14,6/5/2018,15:00:00,Credit card,8.4,A,18.081,379.701,324.21,37,10
233-42-6184,Naypyitaw,Normal,Female,Fashion accessories,32.45,19,5/6/2018,16:00:00,Credit card,5,C,30.8275,647.3775,526.5,90,14
169-77-2910,Yangon,Member,Male,Fashion accessories,63.94,7,12/15/2018,14:00:00,Credit card,6.1,A,22.379,469.959,264.37,183,40
863-66-4613,Naypyitaw,Member,Male,Food and beverages,87.56,12,8/17/2018,14:00:00,Cash,9.9,C,52.536,1103.256,914.44,136,12
691-20-4315,Naypyitaw,Normal,Male,Sports and travel,37.03,10,3/23/2018,11:00:00,Ewallet,6.8,C,18.515,388.815,307.53,NA,NA
405-60-5643,Mandalay,Normal,Male,Sports and travel,57.54,1,3/15/2018,19:00:00,Credit card,8.3,B,2.877,60.417,41.03,16,28
793-25-3666,Naypyitaw,Member,Female,Health and beauty,66.76,1,7/27/2018,16:00:00,Cash,9.9,C,3.338,70.098,49.06,17,26
674-46-4372,Naypyitaw,Normal,Female,Health and beauty,11.41,1,3/19/2018,13:00:00,Cash,9.2,C,0.5705,11.9805,8.22,3,27
160-33-7301,Mandalay,Normal,Male,Electronic accessories,49.88,8,12/27/2018,13:00:00,Credit card,6.9,B,19.952,418.992,227.34,171,43
229-64-3647,Yangon,Member,Female,Sports and travel,87.92,10,6/12/2018,15:00:00,Ewallet,7.8,A,43.96,923.16,570.99,NA,NA
299-71-4276,Mandalay,Member,Female,Electronic accessories,22.92,15,3/24/2018,15:00:00,Cash,7.5,B,17.19,360.99,232.28,111,32
252-11-3902,Mandalay,Normal,Male,Health and beauty,50.02,13,11/30/2018,19:00:00,Cash,5.3,B,32.513,682.773,514.04,136,20
209-98-8360,Naypyitaw,Member,Male,Health and beauty,86.04,18,7/27/2018,18:00:00,Cash,7.9,C,77.436,1626.156,1228.04,320,20
384-44-6571,Mandalay,Member,Female,Health and beauty,10.12,8,7/6/2018,19:00:00,Cash,9.9,B,4.048,85.008,44.42,36,45
803-66-5589,Naypyitaw,Normal,Female,Electronic accessories,82.74,13,3/14/2018,13:00:00,Credit card,9.1,C,53.781,1129.401,680.65,394,36
719-76-7563,Mandalay,Normal,Male,Fashion accessories,80.03,4,8/14/2018,16:00:00,Credit card,8.5,B,16.006,336.126,252.66,67,21
