invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax,total,cogs,gross_income,gross_margin_percentage
155-91-8652,Mandalay,Normal,Female,Electronic accessories,65.2,9,10/1/2019,19:00:00,Ewallet,6.9,B,29.34,616.14,448.93,NA,NA
458-88-9668,Mandalay,Normal,Female,Sports and travel,37.86,19,1/27/2019,15:00:00,Credit card,7.7,B,35.967,755.307,581.03,138,19
255-55-5315,Mandalay,Normal,Male,Fashion accessories,96.34,5,3/28/2019,14:00:00,Cash,4.5,B,24.085,505.785,422.53,59,12
820-39-5157,Mandalay,Normal,Female,Health and beauty,76.65,5,10/25/2019,10:00:00,Cash,7.9,B,19.1625,402.4125,211.15,172,44
806-10-6588,Naypyitaw,Member,Female,Home and lifestyle,90.64,13,8/13/2019,19:00:00,Credit card,9.2,C,58.916,1237.236,1022.01,156,13
238-10-8647,Naypyitaw,Normal,Female,Food and beverages,86.04,3,6/16/2019,19:00:00,Ewallet,4.2,C,12.906,271.026,180.59,NA,NA
642-99-3128,Yangon,Member,Male,Food and beverages,76.78,3,8/19/2019,17:00:00,Ewallet,4.7,A,11.517,241.857,184.79,NA,NA
307-44-7883,Mandalay,Member,Female,Fashion accessories,67.28,18,7/19/2019,18:00:00,Cash,9.9,B,60.552,1271.592,851.82,359,29
446-76-8661,Yangon,Member,Male,Sports and travel,21.52,15,12/19/2019,12:00:00,Ewallet,6.8,A,16.14,338.94,214.93,NA,NA
213-45-9618,Yangon,Member,Male,Fashion accessories,63.98,17,2/22/2019,12:00:00,Cash,4.9,A,54.383,1142.043,655.7,431,39
384-72-6691,Naypyitaw,Normal,Male,Electronic accessories,23.04,12,1/5/2019,15:00:00,Credit card,6.7,C,13.824,290.304,233.23,43,15
717-17-6871,Naypyitaw,Member,Female,Home and lifestyle,77.67,19,3/26/2019,18:00:00,Ewallet,7,C,73.7865,1549.5165,1302.92,NA,NA
540-92-8949,Mandalay,Normal,Male,Food and beverages,91.2,15,2/14/2019,11:00:00,Cash,9.9,B,68.4,1436.4,835.09,532,38
329-47-5549,Mandalay,Normal,Female,Home and lifestyle,50.21,8,1/17/2019,17:00:00,Cash,7.1,B,20.084,421.764,223.03,178,44
114-25-5051,Yangon,Member,Female,Food and beverages,87.97,13,4/2/2019,15:00:00,Cash,7.1,A,57.1805,1200.7905,592.54,551,48
317-76-5816,Naypyitaw,Normal,Male,Fashion accessories,46.36,2,8/23/2019,12:00:00,Cash,6.2,C,4.636,97.356,64.27,28,30
279-81-4322,Mandalay,Normal,Female,Food and beverages,39.1,13,1/4/2019,15:00:00,Credit card,9.7,B,25.415,533.715,430.73,77,15
969-69-3056,Mandalay,Normal,Female,Fashion accessories,31.82,1,6/19/2019,16:00:00,Ewallet,5.6,B,1.591,33.411,27.66,NA,NA
812-29-8494,Yangon,Member,Male,Fashion accessories,38.8,19,5/1/2019,17:00:00,Ewallet,5.3,A,36.86,774.06,473.01,NA,NA
597-50-8204,Yangon,Normal,Female,Food and beverages,37.95,1,8/29/2019,10:00:00,Credit card,9.2,A,1.8975,39.8475,33.99,3,10
800-90-9731,Yangon,Normal,Female,Home and lifestyle,78.21,2,5/4/2019,19:00:00,Credit card,4.2,A,7.821,164.241,134.82,21,13
587-84-9544,Mandalay,Member,Male,Fashion accessories,81.49,1,6/7/2019,11:00:00,Cash,8.7,B,4.0745,85.5645,62.26,19,23
114-79-3652,Naypyitaw,Normal,Male,Food and beverages,97.2,18,10/30/2019,19:00:00,Credit card,6.7,C,87.48,1837.08,1179.74,569,32
276-89-2307,Mandalay,Normal,Male,Health and beauty,39.92,6,11/15/2019,15:00:00,Ewallet,6.8,B,11.976,251.496,197.63,NA,NA
298-58-1489,Mandalay,Normal,Female,Food and beverages,80.82,20,7/14/2019,14:00:00,Ewallet,9.6,B,80.82,1697.22,882.44,NA,NA
233-63-3219,Naypyitaw,Member,Male,Sports and travel,64.24,5,2/4/2019,14:00:00,Ewallet,6.4,C,16.06,337.26,213.31,NA,NA
402-40-5570,Mandalay,Normal,Female,Sports and travel,64.13,10,7/5/2019,18:00:00,Ewallet,7.5,B,32.065,673.365,531.37,NA,NA
984-43-8600,Mandalay,Normal,Female,Sports and travel,82.29,17,2/2/2019,14:00:00,Cash,6,B,69.9465,1468.8765,1067.58,331,23
182-80-2492,Naypyitaw,Member,Female,Health and beauty,22.78,15,8/4/2019,17:00:00,Credit card,5.9,C,17.085,358.785,259.11,82,24
359-57-4303,Naypyitaw,Normal,Male,Home and lifestyle,53.24,4,1/30/2019,13:00:00,Credit card,8.3,C,10.648,223.608,147.9,65,30
590-54-1163,Naypyitaw,Member,Male,Home and lifestyle,80.48,6,11/16/2019,14:00:00,Ewallet,6.1,C,24.144,507.024,308.85,NA,NA
349-72-6122,Mandalay,Normal,Female,Food and beverages,82.69,17,9/7/2019,15:00:00,Credit card,6.7,B,70.2865,1476.0165,1049.36,356,25
631-87-8875,Naypyitaw,Member,Female,Electronic accessories,52.11,7,5/15/2019,14:00:00,Credit card,4.5,C,18.2385,383.0085,258.69,106,29
113-35-6996,Mandalay,Member,Female,Sports and travel,75.36,17,7/4/2019,19:00:00,Credit card,8.2,B,64.056,1345.176,979.44,301,23
295-41-3964,Mandalay,Normal,Female,Food and beverages,21.1,14,7/26/2019,18:00:00,Credit card,7.8,B,14.77,310.17,167.29,128,43
327-76-9563,Mandalay,Member,Female,Fashion accessories,81.98,6,11/4/2019,15:00:00,Cash,9,B,24.594,516.474,363.14,128,26
623-55-3040,Yangon,Member,Female,Health and beauty,43.98,12,8/14/2019,16:00:00,Credit card,5.1,A,26.388,554.148,398.03,129,24
727-95-3485,Mandalay,Normal,Female,Fashion accessories,94.1,2,12/16/2019,18:00:00,Credit card,7.8,B,9.41,197.61,118.92,69,36
825-42-5439,Mandalay,Normal,Female,Food and beverages,45.06,16,4/17/2019,12:00:00,Credit card,8.2,B,36.048,757.008,492.95,228,31
728-64-1379,Yangon,Normal,Female,Food and beverages,75.55,19,5/13/2019,18:00:00,Cash,9.2,A,71.7725,1507.2225,1186.53,248,17
170-98-5364,Mandalay,Normal,Female,Fashion accessories,60.04,19,3/19/2019,17:00:00,Ewallet,6.1,B,57.038,1197.798,667.51,NA,NA
749-62-2710,Mandalay,Normal,Female,Electronic accessories,72.85,4,11/26/2019,11:00:00,Credit card,7.6,B,14.57,305.97,176.41,114,39
942-99-9812,Mandalay,Member,Male,Food and beverages,68.53,13,10/16/2019,18:00:00,Cash,9.2,B,44.5445,935.4345,580.69,310,34
850-64-7501,Mandalay,Normal,Male,Electronic accessories,78.89,8,8/19/2019,15:00:00,Ewallet,7.3,B,31.556,662.676,519.9,NA,NA
459-68-4416,Yangon,Member,Female,Sports and travel,73.65,18,1/16/2019,18:00:00,Credit card,5,A,66.285,1391.985,1168.24,157,11
499-64-8156,Mandalay,Normal,Female,Electronic accessories,89.01,3,10/29/2019,15:00:00,Ewallet,8.4,B,13.3515,280.3815,174.85,NA,NA
749-44-9004,Yangon,Normal,Female,Sports and travel,59.13,5,4/21/2019,18:00:00,Cash,5.4,A,14.7825,310.4325,261.43,34,11
957-26-6171,Yangon,Normal,Male,Fashion accessories,50.79,9,7/27/2019,15:00:00,Cash,5.6,A,22.8555,479.9655,322.7,134,29
291-86-7341,Yangon,Member,Male,Food and beverages,12.2,10,5/9/2019,17:00:00,Ewallet,9.7,A,6.1,128.1,71.29,NA,NA
412-36-9543,Yangon,Member,Male,Home and lifestyle,24.96,1,10/2/2019,17:00:00,Cash,4.5,A,1.248,26.208,21.33,3,14
935-21-3673,Naypyitaw,Normal,Male,Fashion accessories,32.05,9,10/25/2019,17:00:00,Cash,7.7,C,14.4225,302.8725,243.44,45,15
588-91-3881,Yangon,Normal,Female,Health and beauty,58.4,11,12/25/2019,19:00:00,Credit card,8.1,A,32.12,674.52,490.69,151,23
479-86-6038,Yangon,Normal,Male,Electronic accessories,46.06,17,7/7/2019,19:00:00,Credit card,1.9,A,39.151,822.171,673.65,109,13
550-71-7294,Mandalay,Member,Female,Electronic accessories,27.15,12,7/2/2019,12:00:00,Credit card,5.7,B,16.29,342.09,163.73,162,49
888-10-2624,Naypyitaw,Normal,Female,Home and lifestyle,33.54,3,11/8/2019,18:00:00,Ewallet,4.9,C,5.031,105.651,67.33,NA,NA
570-91-2466,Yangon,Member,Female,Sports and travel,24.2,8,2/24/2019,12:00:00,Credit card,6.9,A,9.68,203.28,142.71,50,26
443-19-4039,Mandalay,Normal,Male,Fashion accessories,27.46,18,4/15/2019,17:00:00,Cash,5.7,B,24.714,518.994,279.46,214,43
447-37-5996,Mandalay,Normal,Female,Food and beverages,57.24,12,12/21/2019,13:00:00,Ewallet,7.7,B,34.344,721.224,416.54,NA,NA
643-68-3655,Mandalay,Member,Male,Food and beverages,75.78,1,10/28/2019,17:00:00,Ewallet,6.2,B,3.789,79.569,57,NA,NA
853-12-6381,Naypyitaw,Normal,Male,Fashion accessories,91.08,15,11/10/2019,13:00:00,Credit card,9.3,C,68.31,1434.51,752.04,614,44
670-13-8170,Yangon,Normal,Female,Home and lifestyle,51.45,12,7/9/2019,12:00:00,Credit card,9.1,A,30.87,648.27,321.1,296,47
265-91-5141,Yangon,Normal,Female,Sports and travel,86.98,4,3/16/2019,17:00:00,Credit card,7.7,A,17.396,365.316,234.99,112,32
172-19-7604,Naypyitaw,Member,Female,Health and beauty,92.28,10,8/9/2019,12:00:00,Cash,8.3,C,46.14,968.94,624.8,298,32
656-25-6515,Yangon,Normal,Male,Food and beverages,81.61,13,1/23/2019,12:00:00,Cash,5.1,A,53.0465,1113.9765,646.41,414,39
468-81-9488,Mandalay,Normal,Male,Electronic accessories,19.18,20,8/13/2019,14:00:00,Ewallet,9,B,19.18,402.78,236.44,NA,NA
239-73-6831,Mandalay,Member,Male,Fashion accessories,96.81,6,4/24/2019,18:00:00,Ewallet,5,B,29.043,609.903,492.37,NA,NA
919-21-6399,Yangon,Member,Male,Food and beverages,64.43,19,2/12/2019,12:00:00,Credit card,5.8,A,61.2085,1285.3785,1069.4,154,12
250-16-5289,Naypyitaw,Normal,Male,Sports and travel,53.82,1,2/27/2019,13:00:00,Cash,9.3,C,2.691,56.511,31.45,22,41
893-35-7164,Naypyitaw,Member,Male,Sports and travel,70.53,12,5/18/2019,11:00:00,Ewallet,9.5,C,42.318,888.678,685.76,NA,NA
270-86-9854,Yangon,Member,Female,Sports and travel,79.44,12,9/3/2019,13:00:00,Cash,5.9,A,47.664,1000.944,816.97,136,14
404-83-9276,Naypyitaw,Normal,Male,Sports and travel,39.08,20,4/28/2019,13:00:00,Ewallet,8.4,C,39.08,820.68,450.35,NA,NA
319-24-1344,Yangon,Normal,Male,Fashion accessories,92.62,4,12/19/2019,12:00:00,Cash,7.7,A,18.524,389.004,187.41,183,49
466-60-2016,Yangon,Member,Male,Food and beverages,56.72,19,6/16/2019,17:00:00,Credit card,4.8,A,53.884,1131.564,858.54,219,20
573-80-2522,Naypyitaw,Normal,Male,Electronic accessories,99.29,19,9/25/2019,16:00:00,Cash,5.8,C,94.3255,1980.8355,1688.34,198,10
273-92-2376,Naypyitaw,Member,Male,Electronic accessories,45.5,20,11/30/2019,17:00:00,Cash,8.9,C,45.5,955.5,805.56,104,11
302-48-8326,Naypyitaw,Normal,Male,Electronic accessories,16.68,8,8/14/2019,14:00:00,Ewallet,5.8,C,6.672,140.112,74.06,NA,NA
871-12-1783,Naypyitaw,Normal,Female,Fashion accessories,12.24,19,12/14/2019,18:00:00,Credit card,9.1,C,11.628,244.188,140.44,92,39
525-78-9692,Yangon,Normal,Male,Health and beauty,37.47,12,11/26/2019,11:00:00,Credit card,7.7,A,22.482,472.122,306.45,143,31
362-45-8987,Naypyitaw,Member,Male,Food and beverages,40.77,2,7/1/2019,13:00:00,Credit card,5.9,C,4.077,85.617,44.89,36,44
594-82-9726,Yangon,Normal,Male,Health and beauty,33.9,4,9/24/2019,14:00:00,Credit card,4.7,A,6.78,142.38,85.4,50,37
737-89-7795,Yangon,Normal,Female,Health and beauty,21.43,7,10/1/2019,10:00:00,Cash,9.9,A,7.5005,157.5105,101.22,48,32
633-45-8783,Mandalay,Member,Male,Electronic accessories,95.3,2,7/30/2019,10:00:00,Cash,6.6,B,9.53,200.13,154.42,36,18
602-76-3338,Naypyitaw,Normal,Female,Food and beverages,41,1,1/1/2019,13:00:00,Cash,9.6,C,2.05,43.05,21.45,19,47
959-16-5062,Mandalay,Member,Female,Food and beverages,62.02,10,3/15/2019,10:00:00,Cash,5.4,B,31.01,651.21,332.35,287,46
267-94-5483,Naypyitaw,Normal,Female,Fashion accessories,50.34,5,7/20/2019,10:00:00,Ewallet,9.6,C,12.585,264.285,187.1,NA,NA
143-27-9467,Yangon,Normal,Male,Sports and travel,13.16,3,1/1/2019,13:00:00,Ewallet,7.2,A,1.974,41.454,23.56,NA,NA
528-23-7484,Naypyitaw,Normal,Male,Electronic accessories,49.58,4,2/11/2019,15:00:00,Ewallet,8.5,C,9.916,208.236,122.57,NA,NA
170-44-6611,Yangon,Normal,Female,Sports and travel,41.32,3,9/14/2019,18:00:00,Credit card,5.5,A,6.198,130.158,64.42,59,48
389-81-3262,Naypyitaw,Member,Male,Food and beverages,22.36,17,5/1/2019,13:00:00,Cash,8.2,C,19.006,399.126,261.11,119,31
595-26-4947,Naypyitaw,Normal,Female,Electronic accessories,70.34,9,6/23/2019,18:00:00,Cash,8.2,C,31.653,664.713,517.52,115,18
983-68-8988,Mandalay,Normal,Male,Fashion accessories,35.56,19,11/18/2019,12:00:00,Credit card,4.7,B,33.782,709.422,357.53,318,47
939-55-8942,Mandalay,Member,Male,Health and beauty,90.9,16,1/29/2019,15:00:00,Credit card,5.6,B,72.72,1527.12,781.88,672,46
720-75-9039,Naypyitaw,Member,Male,Fashion accessories,76.91,8,10/5/2019,18:00:00,Cash,8,C,30.764,646.044,530.53,84,13
689-38-1476,Naypyitaw,Normal,Male,Sports and travel,82.93,3,10/13/2019,11:00:00,Credit card,8.8,C,12.4395,261.2295,153.84,94,38
420-31-9270,Naypyitaw,Normal,Male,Electronic accessories,77.6,8,4/16/2019,16:00:00,Ewallet,9.7,C,31.04,651.84,383.07,NA,NA
275-83-9223,Naypyitaw,Normal,Male,Electronic accessories,34.58,19,1/28/2019,16:00:00,Credit card,8.1,C,32.851,689.871,557.44,99,15
812-50-9144,Mandalay,Normal,Female,Home and lifestyle,94.74,9,4/15/2019,10:00:00,Ewallet,6,B,42.633,895.293,603.37,NA,NA
385-39-7346,Mandalay,Member,Female,Electronic accessories,80.55,13,6/19/2019,10:00:00,Ewallet,9.3,B,52.3575,1099.5075,643.88,NA,NA
835-49-9076,Mandalay,Normal,Male,Home and lifestyle,91.79,12,4/27/2019,13:00:00,Credit card,6.6,B,55.074,1156.554,969.94,131,11
159-14-8839,Mandalay,Normal,Female,Fashion accessories,96.4,7,10/1/2019,18:00:00,Ewallet,7.4,B,33.74,708.54,383.61,NA,NA
534-67-3990,Yangon,Normal,Female,Health and beauty,64.83,17,1/4/2019,18:00:00,Cash,9.1,A,55.1055,1157.2155,619.05,483,43
399-84-7784,Yangon,Normal,Female,Food and beverages,27.07,17,3/10/2019,15:00:00,Ewallet,7.3,A,23.0095,483.1995,267.83,NA,NA
651-19-1571,Mandalay,Member,Male,Fashion accessories,88.28,14,3/3/2019,10:00:00,Credit card,7.3,B,61.796,1297.716,1104.61,131,10
337-94-6716,Yangon,Normal,Female,Sports and travel,78.63,1,9/4/2019,12:00:00,Ewallet,7.6,A,3.9315,82.5615,48.85,NA,NA
242-96-7449,Yangon,Member,Female,Food and beverages,56.76,7,4/13/2019,12:00:00,Credit card,6,A,19.866,417.186,278.62,118,29
761-96-7895,Yangon,Member,Male,Fashion accessories,12.77,3,5/31/2019,13:00:00,Ewallet,9.3,A,1.9155,40.2255,33.99,NA,NA
928-62-9169,Yangon,Member,Female,Food and beverages,26.7,10,10/24/2019,18:00:00,Ewallet,5.3,A,13.35,280.35,141.23,NA,NA
168-87-4467,Mandalay,Normal,Female,Health and beauty,40.39,13,9/25/2019,19:00:00,Cash,6.3,B,26.2535,551.3235,283.17,241,46
798-52-2363,Mandalay,Normal,Male,Health and beauty,49.8,13,5/31/2019,17:00:00,Credit card,6.1,B,32.37,679.77,351.72,295,45
558-49-4492,Mandalay,Normal,Male,Food and beverages,44.11,19,4/17/2019,19:00:00,Ewallet,6.1,B,41.9045,879.9945,733.98,NA,NA
667-71-4256,Yangon,Normal,Male,Health and beauty,81.02,2,6/29/2019,18:00:00,Ewallet,6.2,A,8.102,170.142,126.48,NA,NA
578-52-4969,Mandalay,Normal,Female,Fashion accessories,95.3,11,3/29/2019,18:00:00,Cash,7.6,B,52.415,1100.715,847.84,200,19
249-78-8408,Mandalay,Member,Female,Sports and travel,83.76,9,3/29/2019,14:00:00,Cash,8.7,B,37.692,791.532,392.46,361,47
847-41-8121,Mandalay,Member,Male,Health and beauty,77,1,3/1/2019,14:00:00,Ewallet,4.4,B,3.85,80.85,51.13,NA,NA
437-41-3516,Yangon,Member,Male,Health and beauty,97.06,11,2/3/2019,15:00:00,Credit card,5.5,A,53.383,1121.043,936.6,131,12
517-85-2416,Naypyitaw,Member,Female,Food and beverages,21.19,15,4/16/2019,17:00:00,Ewallet,5.1,C,15.8925,333.7425,213.06,NA,NA
240-98-7079,Mandalay,Normal,Female,Health and beauty,78.59,10,7/31/2019,10:00:00,Cash,4.9,B,39.295,825.195,540.85,245,31
419-75-6014,Yangon,Normal,Female,Electronic accessories,53.97,17,2/9/2019,16:00:00,Ewallet,7.6,A,45.8745,963.3645,605.83,NA,NA
406-86-6462,Mandalay,Member,Male,Fashion accessories,55.9,15,3/26/2019,17:00:00,Credit card,5.2,B,41.925,880.425,582.65,255,30
907-71-7134,Yangon,Member,Female,Home and lifestyle,84.33,11,8/30/2019,17:00:00,Credit card,6.1,A,46.3815,974.0115,501.28,426,45
699-72-4626,Naypyitaw,Member,Female,Health and beauty,49.67,15,4/9/2019,14:00:00,Credit card,5.9,C,37.2525,782.3025,517.97,227,30
947-94-6362,Naypyitaw,Normal,Female,Food and beverages,54.26,2,5/8/2019,11:00:00,Credit card,9.7,C,5.426,113.946,68.4,40,36
667-85-9198,Yangon,Normal,Male,Health and beauty,38.09,14,7/4/2019,17:00:00,Ewallet,8.7,A,26.663,559.923,387.99,NA,NA
513-63-8448,Yangon,Member,Female,Health and beauty,73.94,15,7/22/2019,19:00:00,Ewallet,5.5,A,55.455,1164.555,985.62,NA,NA
475-17-8766,Yangon,Member,Male,Home and lifestyle,23.3,19,6/20/2019,10:00:00,Credit card,9.8,A,22.135,464.835,283.63,159,35
961-69-2485,Yangon,Member,Female,Health and beauty,13.5,2,7/23/2019,17:00:00,Credit card,9.9,A,1.35,28.35,20.78,6,23
201-90-9816,Naypyitaw,Normal,Male,Sports and travel,76.07,19,7/14/2019,16:00:00,Credit card,9.4,C,72.2665,1517.5965,1291.42,153,10
387-97-7768,Naypyitaw,Member,Female,Sports and travel,42.71,3,9/15/2019,15:00:00,Ewallet,4.3,C,6.4065,134.5365,69.73,NA,NA
261-11-4241,Naypyitaw,Member,Male,Sports and travel,15.42,15,6/18/2019,17:00:00,Credit card,7.6,C,11.565,242.865,173.2,58,25
467-93-4735,Yangon,Member,Male,Home and lifestyle,27.71,14,6/18/2019,13:00:00,Ewallet,9.3,A,19.397,407.337,197.8,NA,NA
722-64-4066,Mandalay,Member,Male,Home and lifestyle,39.72,5,6/24/2019,13:00:00,Ewallet,6.9,B,9.93,208.53,145.43,NA,NA
931-85-6990,Yangon,Normal,Female,Health and beauty,75.96,12,10/27/2019,12:00:00,Credit card,9.9,A,45.576,957.096,506.67,404,44
120-12-5617,Mandalay,Member,Female,Electronic accessories,44.27,19,5/30/2019,15:00:00,Cash,7.4,B,42.0565,883.1865,584.67,256,30
377-29-2679,Mandalay,Normal,Male,Electronic accessories,17.66,13,5/3/2019,19:00:00,Cash,6.7,B,11.479,241.059,161.41,68,29
431-44-7124,Naypyitaw,Member,Male,Food and beverages,20.99,20,10/26/2019,13:00:00,Ewallet,4.4,C,20.99,440.79,353.04,NA,NA
635-66-5550,Naypyitaw,Normal,Female,Home and lifestyle,43.45,13,1/16/2019,10:00:00,Credit card,8.8,C,28.2425,593.0925,410.2,154,27
431-70-7529,Naypyitaw,Normal,Female,Sports and travel,72.56,4,7/15/2019,13:00:00,Cash,7,C,14.512,304.752,155.32,134,46
807-89-7700,Naypyitaw,Normal,Male,Food and beverages,99.33,5,2/7/2019,17:00:00,Cash,6,C,24.8325,521.4825,360.46,136,27
558-89-3571,Naypyitaw,Member,Male,Sports and travel,27.25,12,4/8/2019,14:00:00,Credit card,6,C,16.35,343.35,254.49,72,22
241-26-4488,Mandalay,Normal,Male,Health and beauty,24.79,9,1/7/2019,11:00:00,Ewallet,6.2,B,11.1555,234.2655,130.63,NA,NA
765-12-4698,Mandalay,Member,Male,Fashion accessories,84.99,6,2/25/2019,13:00:00,Credit card,6.5,B,25.497,535.437,417.3,92,18
985-65-8809,Yangon,Member,Female,Health and beauty,92.9,11,1/23/2019,19:00:00,Credit card,9.6,A,51.095,1072.995,881.86,140,13
593-64-1520,Naypyitaw,Member,Male,Health and beauty,30.56,3,4/1/2019,12:00:00,Credit card,6.5,C,4.584,96.264,75.12,16,18
362-27-7787,Naypyitaw,Normal,Male,Food and beverages,67.96,3,10/7/2019,12:00:00,Ewallet,5.9,C,10.194,214.074,139.72,NA,NA
901-93-8557,Naypyitaw,Member,Male,Fashion accessories,44.1,17,12/7/2019,11:00:00,Cash,7.9,C,37.485,787.185,530.97,218,29
921-53-9837,Naypyitaw,Normal,Male,Food and beverages,57.96,5,8/21/2019,13:00:00,Ewallet,9.9,C,14.49,304.29,182.21,NA,NA
334-40-2631,Naypyitaw,Normal,Female,Sports and travel,27.43,18,7/14/2019,15:00:00,Credit card,6.3,C,24.687,518.427,360.07,133,27
154-91-9192,Naypyitaw,Normal,Male,Food and beverages,89.75,3,4/24/2019,10:00:00,Credit card,8.3,C,13.4625,282.7125,214.59,54,20
164-69-4652,Yangon,Normal,Male,Food and beverages,36.89,18,8/21/2019,18:00:00,Ewallet,8,A,33.201,697.221,391.56,NA,NA
325-91-7463,Mandalay,Member,Female,Electronic accessories,43.23,15,11/11/2019,11:00:00,Cash,5.5,B,32.4225,680.8725,560.07,88,13
638-39-3845,Naypyitaw,Normal,Male,Food and beverages,69.17,10,4/5/2019,10:00:00,Credit card,9.5,C,34.585,726.285,518.14,173,25
440-83-8981,Mandalay,Normal,Female,Sports and travel,82.39,1,9/14/2019,15:00:00,Credit card,4.5,B,4.1195,86.5095,59.09,23,28
153-18-7138,Yangon,Member,Male,Electronic accessories,12.67,4,12/20/2019,15:00:00,Ewallet,1.5,A,2.534,53.214,31.43,NA,NA
207-58-1433,Naypyitaw,Normal,Female,Food and beverages,47.95,16,6/23/2019,19:00:00,Credit card,9.7,C,38.36,805.56,514.42,252,32
564-89-7273,Yangon,Member,Female,Food and beverages,70.12,18,7/24/2019,19:00:00,Credit card,9.4,A,63.108,1325.268,747.82,514,40
350-60-7110,Yangon,Normal,Female,Electronic accessories,31.33,3,9/18/2019,18:00:00,Ewallet,1,A,4.6995,98.6895,69.87,NA,NA
630-27-7612,Yangon,Member,Male,Food and beverages,82.18,1,1/19/2019,17:00:00,Credit card,9.2,A,4.109,86.289,71.18,11,13
